Position,RadialVelocity
0.0,1.7849e-05
0.0196636,3.61348e-05
0.0361074,6.54277e-05
0.0498585,8.95368e-05
0.0613579,0.000110178
0.0709742,0.000127364
0.0790159,0.000141707
0.0857408,0.000153658
0.0913645,0.000163635
0.0960673,0.000171948
0.1,0.000178873
0.104978,0.000187634
0.110156,0.000196728
0.115543,0.000206156
0.121147,0.000215937
0.126976,0.000226081
0.133041,0.000236596
0.139351,0.000247493
0.145914,0.000258783
0.152743,0.000270475
0.159846,0.000282576
0.167236,0.000295097
0.174923,0.000308046
0.182921,0.00032143
0.19124,0.000335253
0.199896,0.000349521
0.2089,0.000364236
0.218266,0.000379403
0.228011,0.000395019
0.238148,0.000411082
0.248694,0.000427584
0.259665,0.000444519
0.271078,0.000461875
0.282951,0.000479636
0.295303,0.000497781
0.308152,0.00051628
0.32152,0.000535105
0.335426,0.000554219
0.349893,0.000573576
0.364942,0.000593118
0.380599,0.000612781
0.396886,0.000632494
0.41383,0.000652174
0.431457,0.000671724
0.449795,0.000691028
0.468871,0.000709957
0.488717,0.000728373
0.509362,0.000746118
0.53084,0.000763012
0.553183,0.000778846
0.576426,0.000793396
0.600607,0.000806418
0.625762,0.000817644
0.651931,0.000826772
0.679155,0.000833463
0.707477,0.000837359
0.73694,0.000838078
0.76759,0.000835204
0.799476,0.000828281
0.832647,0.000816816
0.867155,0.000800292
0.903053,0.000778171
0.940399,0.000749884
0.97925,0.00071482
1.01967,0.000672343
1.06171,0.000621805
1.10545,0.000562549
1.15096,0.000493909
1.1983,0.000415198
1.24754,0.000325722
1.29877,0.000224827
1.35207,0.000111895
1.40751,-1.36559e-05
1.46519,-0.000152359
1.5252,-0.000304695
1.58762,-0.000471032
1.65256,-0.00065158
1.72011,-0.00084639
1.79039,-0.00105534
1.8635,-0.00127807
1.93956,-0.00151389
2.01868,-0.0017617
2.101,-0.00202
2.18663,-0.00228686
2.27571,-0.00255977
2.36838,-0.00283513
2.46479,-0.00310757
2.56508,-0.00336575
2.66942,-0.00360109
2.77796,-0.00382791
2.89088,-0.00406379
3.00835,-0.0043101
3.13055,-0.00456048
3.25768,-0.00480837
3.38993,-0.00505132
3.52751,-0.00528676
3.67064,-0.00551105
3.81954,-0.00571954
3.97444,-0.00590839
4.13558,-0.00607526
4.30322,-0.00621749
4.47762,-0.00632933
4.65904,-0.00640243
4.84778,-0.00642939
5.04412,-0.00640015
5.24838,-0.00630997
5.46087,-0.00617933
5.68192,-0.00598938
5.91189,-0.00567626
6.15112,-0.0054296
6.4,-0.00537939
