Position,RadialVelocity
0.0,9.00046e-05
0.0196636,0.000177578
0.0361074,0.000320028
0.0498585,0.000438087
0.0613579,0.000538135
0.0709742,0.000621182
0.0790159,0.000690269
0.0857408,0.000747677
0.0913645,0.000795452
0.0960673,0.000835202
0.1,0.000868294
0.104978,0.000910011
0.110156,0.00095317
0.115543,0.000997803
0.121147,0.00104396
0.126976,0.00109164
0.133041,0.00114087
0.139351,0.00119167
0.145914,0.00124404
0.152743,0.00129799
0.159846,0.00135351
0.167236,0.0014106
0.174923,0.00146923
0.182921,0.00152938
0.19124,0.00159099
0.199896,0.00165402
0.2089,0.0017184
0.218266,0.00178403
0.228011,0.00185082
0.238148,0.00191863
0.248694,0.00198732
0.259665,0.00205672
0.271078,0.00212662
0.282951,0.0021968
0.295303,0.00226699
0.308152,0.00233689
0.32152,0.00240618
0.335426,0.00247447
0.349893,0.00254136
0.364942,0.00260637
0.380599,0.00266901
0.396886,0.0027287
0.41383,0.00278485
0.431457,0.0028368
0.449795,0.00288383
0.468871,0.00292519
0.488717,0.00296004
0.509362,0.00298754
0.53084,0.00300678
0.553183,0.00301679
0.576426,0.00301659
0.600607,0.00300517
0.625762,0.0029815
0.651932,0.00294449
0.679155,0.00289306
0.707477,0.00282625
0.73694,0.00274304
0.76759,0.00264246
0.799476,0.00252363
0.832647,0.00238575
0.867155,0.00222814
0.903053,0.00205028
0.940399,0.00185181
0.97925,0.00163256
1.01967,0.00139261
1.06171,0.00113229
1.10545,0.00085225
1.15096,0.000553445
1.1983,0.000237205
1.24754,-9.47434e-05
1.29877,-0.000440241
1.35207,-0.000796654
1.40751,-0.00116083
1.46519,-0.00152904
1.5252,-0.00189692
1.58762,-0.00225938
1.65256,-0.00261045
1.72011,-0.00294316
1.79039,-0.00324927
1.8635,-0.00351924
1.93956,-0.00374261
2.01868,-0.00390912
2.101,-0.00401237
2.18663,-0.00405459
2.27571,-0.00404695
2.36838,-0.0040046
2.46479,-0.00394118
2.56508,-0.00386619
2.66942,-0.00378504
2.77796,-0.00370042
2.89088,-0.00361346
3.00835,-0.00352429
3.13055,-0.00343253
3.25768,-0.00333749
3.38993,-0.00323841
3.52751,-0.0031348
3.67064,-0.00302662
3.81954,-0.00291469
3.97444,-0.00280091
4.13558,-0.00268802
4.30322,-0.0025794
4.47762,-0.00247647
4.65904,-0.00238066
4.84778,-0.0022911
5.04412,-0.00220692
5.24838,-0.00212806
5.46087,-0.00205403
5.68192,-0.00198114
5.91189,-0.00191426
6.15112,-0.00184256
6.4,-0.00179878
