Position,RadialVelocity
0.0,0.000163968
0.0196636,0.000323599
0.0361074,0.000582757
0.0498585,0.00079667
0.0613579,0.000977098
0.0709742,0.00112601
0.0790159,0.00124919
0.0857408,0.00135103
0.0913645,0.00143544
0.0960673,0.00150539
0.1,0.0015634
0.104978,0.00163621
0.110156,0.00171118
0.115543,0.00178833
0.121147,0.00186767
0.126976,0.00194913
0.133041,0.00203266
0.139351,0.00211821
0.145914,0.00220568
0.152743,0.00229498
0.159846,0.00238598
0.167236,0.0024785
0.174923,0.00257238
0.182921,0.0026674
0.19124,0.0027633
0.199896,0.00285978
0.2089,0.00295651
0.218266,0.00305312
0.228011,0.00314917
0.238148,0.00324418
0.248694,0.00333761
0.259665,0.00342885
0.271078,0.00351725
0.282951,0.00360207
0.295303,0.00368252
0.308152,0.00375774
0.32152,0.00382677
0.335426,0.00388861
0.349893,0.00394218
0.364942,0.00398634
0.380599,0.00401985
0.396886,0.00404143
0.41383,0.00404977
0.431457,0.00404348
0.449795,0.00402116
0.468871,0.00398136
0.488717,0.00392259
0.509362,0.00384343
0.53084,0.00374253
0.553183,0.00361853
0.576426,0.00347015
0.600607,0.00329623
0.625762,0.00309576
0.651932,0.00286794
0.679155,0.0026122
0.707477,0.0023282
0.73694,0.00201584
0.76759,0.00167542
0.799476,0.00130772
0.832647,0.000913986
0.867155,0.000495902
0.903053,5.56432e-05
0.940399,-0.000403968
0.97925,-0.000879351
1.01967,-0.00136616
1.06171,-0.00185925
1.10545,-0.00235252
1.15096,-0.00283864
1.1983,-0.00330876
1.24754,-0.00375215
1.29877,-0.00415588
1.35207,-0.00450524
1.40751,-0.00478514
1.46519,-0.00498496
1.5252,-0.00510569
1.58762,-0.00516064
1.65256,-0.00516904
1.72011,-0.00514903
1.79039,-0.00511387
1.8635,-0.00507194
1.93956,-0.0050281
2.01868,-0.00498506
2.101,-0.0049443
2.18663,-0.00490656
2.27571,-0.004872
2.36838,-0.00484032
2.46479,-0.00481093
2.56508,-0.00478303
2.66942,-0.00475571
2.77796,-0.00472795
2.89088,-0.00469862
3.00835,-0.00466646
3.13055,-0.0046301
3.25768,-0.00458807
3.38993,-0.00453888
3.52751,-0.00448105
3.67064,-0.00441319
3.81954,-0.00433416
3.97444,-0.00424321
4.13558,-0.0041404
4.30322,-0.00402688
4.47762,-0.0039056
4.65904,-0.00378191
4.84778,-0.00365965
5.04412,-0.00353926
5.24838,-0.00342195
5.46087,-0.00330701
5.68192,-0.00319214
5.91189,-0.00307903
6.15112,-0.00296537
6.4,-0.00290612
