Position,RadialVelocity
0.0,9.06927e-05
0.0196636,0.00017891
0.0361074,0.000322435
0.0498585,0.000441408
0.0613579,0.000542233
0.0709742,0.000625931
0.0790159,0.000695566
0.0857408,0.000753434
0.0913645,0.000801596
0.0960673,0.000841671
0.1,0.000875035
0.104978,0.000917099
0.110156,0.000960619
0.115543,0.00100563
0.121147,0.00105217
0.126976,0.00110027
0.133041,0.00114993
0.139351,0.00120118
0.145914,0.00125402
0.152743,0.00130847
0.159846,0.00136451
0.167236,0.00142214
0.174923,0.00148134
0.182921,0.00154208
0.19124,0.00160432
0.199896,0.00166801
0.2089,0.00173308
0.218266,0.00179944
0.228011,0.00186699
0.238148,0.0019356
0.248694,0.00200514
0.259665,0.00207543
0.271078,0.00214627
0.282951,0.00221743
0.295303,0.00228866
0.308152,0.00235967
0.32152,0.00243012
0.335426,0.00249963
0.349893,0.00256781
0.364942,0.00263418
0.380599,0.00269825
0.396886,0.00275947
0.41383,0.00281722
0.431457,0.00287084
0.449795,0.00291965
0.468871,0.00296287
0.488717,0.00299969
0.509362,0.00302925
0.53084,0.00305064
0.553183,0.00306293
0.576426,0.0030651
0.600607,0.00305616
0.625762,0.00303508
0.651932,0.00300078
0.679155,0.00295215
0.707477,0.00288824
0.73694,0.00280804
0.76759,0.00271055
0.799476,0.00259489
0.832647,0.00246026
0.867155,0.00230595
0.903053,0.00213143
0.940399,0.00193631
0.97925,0.00172041
1.01967,0.00148376
1.06171,0.00122667
1.10545,0.000949725
1.15096,0.000653826
1.1983,0.00034023
1.24754,1.05674e-05
1.29877,-0.000333122
1.35207,-0.000688362
1.40751,-0.00105222
1.46519,-0.00142126
1.5252,-0.00179155
1.58762,-0.00215858
1.65256,-0.00251724
1.72011,-0.00286176
1.79039,-0.00318551
1.8635,-0.00348087
1.93956,-0.00373904
2.01868,-0.00394956
2.101,-0.00410005
2.18663,-0.00417782
2.27571,-0.00417545
2.36838,-0.00410075
2.46479,-0.00397971
2.56508,-0.00383964
2.66942,-0.00369698
2.77796,-0.00355958
2.89088,-0.00342948
3.00835,-0.00330672
3.13055,-0.00319084
3.25768,-0.00308122
3.38993,-0.00297708
3.52751,-0.00287763
3.67064,-0.00278205
3.81954,-0.00268966
3.97444,-0.00260001
4.13558,-0.0025128
4.30322,-0.00242784
4.47762,-0.00234495
4.65904,-0.00226399
4.84778,-0.00218472
5.04412,-0.00210715
5.24838,-0.00203079
5.46087,-0.00195634
5.68192,-0.00188208
5.91189,-0.00181368
6.15112,-0.00173997
6.4,-0.00169545
