Position,RadialVelocity
0.0,0.000167029
0.0196636,0.000329346
0.0361074,0.00059295
0.0498585,0.000810554
0.0613579,0.000994073
0.0709742,0.00114562
0.0790159,0.00127107
0.0857408,0.00137482
0.0913645,0.0014608
0.0960673,0.00153206
0.1,0.00159117
0.104978,0.00166539
0.110156,0.00174186
0.115543,0.00182056
0.121147,0.00190151
0.126976,0.00198466
0.133041,0.00206997
0.139351,0.00215737
0.145914,0.00224679
0.152743,0.00233813
0.159846,0.00243126
0.167236,0.00252603
0.174923,0.00262226
0.182921,0.00271973
0.19124,0.0028182
0.199896,0.00291737
0.2089,0.00301691
0.218266,0.00311645
0.228011,0.00321556
0.238148,0.00331376
0.248694,0.0034105
0.259665,0.00350518
0.271078,0.00359715
0.282951,0.00368567
0.295303,0.00376993
0.308152,0.00384907
0.32152,0.00392214
0.335426,0.00398812
0.349893,0.00404592
0.364942,0.00409437
0.380599,0.00413225
0.396886,0.00415826
0.41383,0.00417105
0.431457,0.00416922
0.449795,0.00415135
0.468871,0.00411598
0.488717,0.0040616
0.509362,0.00398672
0.53084,0.00389
0.553183,0.00377005
0.576426,0.00362555
0.600607,0.00345531
0.625762,0.0032583
0.651932,0.00303365
0.679155,0.00278072
0.707477,0.00249912
0.73694,0.00218875
0.76759,0.00184987
0.799476,0.0014831
0.832647,0.00108951
0.867155,0.000670605
0.903053,0.000228427
0.940399,-0.000234448
0.97925,-0.000714851
1.01967,-0.00120899
1.06171,-0.00171241
1.10545,-0.00221995
1.15096,-0.00272572
1.1983,-0.00322302
1.24754,-0.00370424
1.29877,-0.00416076
1.35207,-0.00458268
1.40751,-0.00495856
1.46519,-0.00527503
1.5252,-0.00551608
1.58762,-0.00566405
1.65256,-0.00570436
1.72011,-0.00563787
1.79039,-0.00549251
1.8635,-0.00530804
1.93956,-0.00511327
2.01868,-0.00492318
2.101,-0.00474319
2.18663,-0.00457391
2.27571,-0.00441469
2.36838,-0.00426446
2.46479,-0.00412192
2.56508,-0.0039857
2.66942,-0.00385454
2.77796,-0.0037275
2.89088,-0.00360397
3.00835,-0.00348361
3.13055,-0.00336617
3.25768,-0.00325143
3.38993,-0.00313916
3.52751,-0.0030291
3.67064,-0.002921
3.81954,-0.00281461
3.97444,-0.00270964
4.13558,-0.00260582
4.30322,-0.00250288
4.47762,-0.00240055
4.65904,-0.00229867
4.84778,-0.00219728
5.04412,-0.00209705
5.24838,-0.00199999
5.46087,-0.00190933
5.68192,-0.00182851
5.91189,-0.00175862
6.15112,-0.00168568
6.4,-0.00164407
