Position,RadialVelocity
0.0,2.81559e-05
0.0196636,5.56079e-05
0.0361074,0.000100525
0.0498585,0.000137861
0.0613579,0.000169507
0.0709742,0.000195925
0.0790159,0.000218005
0.0857408,0.000236431
0.0913645,0.000251817
0.0960673,0.000264661
0.1,0.000275386
0.104978,0.000288947
0.110156,0.000303029
0.115543,0.000317652
0.121147,0.000332836
0.126976,0.000348599
0.133041,0.00036496
0.139351,0.000381938
0.145914,0.000399552
0.152743,0.000417821
0.159846,0.000436765
0.167236,0.000456403
0.174923,0.000476754
0.182921,0.000497836
0.19124,0.000519668
0.199896,0.000542266
0.2089,0.000565648
0.218266,0.000589829
0.228011,0.000614823
0.238148,0.000640642
0.248694,0.000667297
0.259665,0.000694796
0.271078,0.000723145
0.282951,0.000752347
0.295303,0.000782399
0.308152,0.000813298
0.32152,0.000845033
0.335426,0.000877588
0.349893,0.000910943
0.364942,0.000945069
0.380599,0.00097993
0.396886,0.00101548
0.41383,0.00105167
0.431457,0.00108843
0.449795,0.00112569
0.468871,0.00116336
0.488717,0.00120133
0.509362,0.00123948
0.53084,0.00127768
0.553183,0.00131578
0.576426,0.0013536
0.600607,0.00139095
0.625762,0.00142762
0.651931,0.00146335
0.679155,0.00149789
0.707477,0.00153094
0.73694,0.0015622
0.76759,0.00159131
0.799476,0.0016179
0.832647,0.00164159
0.867155,0.00166199
0.903053,0.00167869
0.940399,0.00169111
0.97925,0.00169868
1.01967,0.00170092
1.06171,0.00169721
1.10545,0.00168689
1.15096,0.00166967
1.1983,0.00164513
1.24754,0.00161249
1.29877,0.00157112
1.35207,0.00152057
1.40751,0.00146036
1.46519,0.00139001
1.5252,0.00130915
1.58762,0.00121744
1.65256,0.00111464
1.72011,0.0010006
1.79039,0.000875296
1.8635,0.000738837
1.93956,0.000591474
2.01868,0.00043363
2.101,0.000265905
2.18663,8.91037e-05
2.27571,-9.57567e-05
2.36838,-0.000287426
2.46479,-0.000484405
2.56508,-0.000684933
2.66942,-0.000886967
2.77796,-0.00108816
2.89088,-0.00128584
3.00835,-0.00147695
3.13055,-0.00165801
3.25768,-0.001825
3.38993,-0.00197324
3.52751,-0.00209731
3.67064,-0.0021907
3.81954,-0.0022461
3.97444,-0.00225578
4.13558,-0.00221395
4.30322,-0.00212512
4.47762,-0.00200209
4.65904,-0.00186104
4.84778,-0.00172095
5.04412,-0.00159685
5.24838,-0.00149615
5.46087,-0.00141943
5.68192,-0.00135895
5.91189,-0.00130937
6.15112,-0.00125803
6.4,-0.00122752
