y-coordinate,Uz_zd25,Ur_zd25,Uz_zd35,Ur_zd35,Uz_zd45,Ur_zd45,Uz_zd55,Ur_zd55,Uz_zd65,Ur_zd65,uu_zd25,uu_zd35,uu_zd45,uu_zd55,uu_zd65,vv_zd25,vv_zd35,vv_zd45,vv_zd55,vv_zd65,uv_zd25,uv_zd35,uv_zd45,uv_zd55,uv_zd65,nut_zd25,nut_zd35,nut_zd45,nut_zd55,nut_zd65
2.37684433,0.124436004,0.00293014778,0.126906975,0.00333887117,0.115780171,0.00256417255,0.103252142,0.00202088029,0.0918280287,0.00163154758,0.0032015533085119844,0.0021321497963493717,0.0013646927032107594,0.000921247572411835,0.0006635669950719771,0.001948091673987361,0.0012814983093101429,0.0008363846921338265,0.0005715865298534895,0.0004179969084941962,0.0011829863291273287,0.0007300301099005893,0.00042239257668749393,0.0002617262513319188,0.00017347873899834447,0.04723535343270198,0.029149305793843252,0.016865674738525203,0.017281616976671445,0.01716916388228834
2.4983304,0.115607922,0.00251964144,0.12186937,0.00325397104,0.112717148,0.00257086568,0.10138975,0.00205399415,0.090578038,0.00168054541,0.003022017070841914,0.0020864287558030985,0.0013517636467460965,0.0009176357949374995,0.0006645495620705554,0.0018450170970138347,0.0012542544524708414,0.0008258911556553982,0.0005682396240317657,0.00041685523012492795,0.0011239729989365125,0.0007245331393569552,0.00042720265465931933,0.0002670519016300375,0.00017922919699229443,0.044402221417252336,0.028622467717911465,0.016876514720699735,0.017248020498349087,0.01713464932265543
2.62412963,0.106737311,0.00206523489,0.116684985,0.00314551961,0.109519647,0.00256987883,0.0994220693,0.00208325425,0.0892399132,0.00172782096,0.0028302395404892784,0.0020358215755497747,0.0013387449209953921,0.0009130926361059968,0.0006652749720564653,0.0017340510148491266,0.0012225733463831054,0.0008151557957991178,0.000564716683729857,0.0004154254817301847,0.0010580667912580193,0.0007161467314899441,0.000431207808705627,0.0002720037625869805,0.0001848201545044593,0.04154724041915663,0.02812102286400004,0.016932290708802266,0.017238910080299784,0.017130371541176796
2.75439515,0.0978411683,0.00156374161,0.111382368,0.00301260586,0.106195604,0.00256196051,0.0973481921,0.00211029491,0.0878139645,0.00177487566,0.002631419585691075,0.0019770894987125778,0.0013242256910751832,0.0009075670948614986,0.0006659475887927412,0.0016180160121771546,0.0011882287759322936,0.0008044005673452005,0.0005611167913928282,0.00041345881039153953,0.0009862314439582772,0.0007041631854625236,0.000434409591216402,0.0002765734027136678,0.00019027473480084597,0.03878997947062355,0.027695806775773137,0.017085988515530514,0.017220878242904802,0.017173376612875938
2.88928554,0.0889854017,0.00101646095,0.105978594,0.00284951552,0.102778955,0.00254635642,0.0951622538,0.00213206236,0.0863008291,0.00182258991,0.002423883184289639,0.0019106311137831646,0.0013065200091079733,0.0009018711217043864,0.0006665563966525923,0.001498968237137125,0.001151859061301279,0.0007928779859823247,0.0005570557960930712,0.0004110309210199662,0.0009107745440518863,0.0006881883406092211,0.0004365810370948589,0.000280459893580253,0.00019548641865770562,0.03608209539374409,0.02726391236656011,0.017296002320700568,0.01719986009508708,0.01725612407528354
3.02896499,0.0801954663,0.000431928928,0.100440705,0.00265753406,0.0992658374,0.00251655637,0.0928700915,0.00214491855,0.0847024113,0.00186626666,0.0022149801949255636,0.0018368571791029728,0.0012858563252767623,0.000895991834781628,0.0006669201799656323,0.0013765979874011567,0.00111286633271994,0.0007799461540366125,0.0005522283924138658,0.00040833694875377246,0.0008315936552105809,0.0006685857284520877,0.00043655450556764577,0.0002835142310014527,0.00020037573276920272,0.033151793404039974,0.02665342117950681,0.017403409330385745,0.017211891353884175,0.017348641944995025
3.17360354,0.07151024,-0.00020448933,0.0947859627,0.00244005784,0.0956476765,0.00247211526,0.0904783442,0.0021505295,0.0830158992,0.00190325446,0.0020014963351423993,0.0017600164750342078,0.0012616764801513473,0.000889771510826325,0.0006663251500154382,0.0012491129841139161,0.0010710369277374544,0.0007652390941412752,0.0005465521538696298,0.0004053068714604901,0.0007472280390657391,0.0006452019315919174,0.00043432231434080665,0.000285846048686746,0.0002047918075966896,0.030047191961620607,0.02594456481690615,0.017464770150395048,0.017209973628473114,0.01738985809118587
3.32337723,0.0629952411,-0.00087611193,0.089061832,0.00219481752,0.0919457855,0.00241555656,0.0879793367,0.0021488474,0.0812340472,0.0019311044,0.0017800568287528705,0.0016764393808037775,0.001233760778787991,0.0008829585438280335,0.0006645535355081708,0.0011191847878861117,0.001024547766053901,0.000748882537505441,0.0005396757358515133,0.0004019150127963006,0.0006589993892609363,0.0006181074007631034,0.0004307190316711221,0.0002875642070784805,0.0002085271870222723,0.02688103437801515,0.025213022288006363,0.017569322955825008,0.017160428949946113,0.017415999245969635
3.4784684,0.0547215978,-0.00155946,0.0832484743,0.00191134517,0.0881759689,0.00234076007,0.0853688199,0.00213741125,0.0793648308,0.00194958897,0.0015584985742150346,0.0015855767567222404,0.0012025831885462326,0.0008752247088813624,0.0006614144820873726,0.0009916071715084,0.0009732654336411175,0.0007308253472946936,0.0005317680151483734,0.00039843397884805433,0.000571891863905188,0.000588098818736826,0.00042506516886531824,0.0002886392339465161,0.0002113561762664037,0.023744360380261887,0.024417256430157144,0.017648267428942228,0.01707436175658931,0.017460357611511882
3.63906583,0.0467639854,-0.0022526139,0.0773724099,0.00159185873,0.0843447917,0.00224314596,0.0826418589,0.00211805303,0.077412074,0.00195501562,0.001341344639508587,0.0014892241662663825,0.0011666229630836102,0.0008666979275524902,0.0006565994190185246,0.0008665218516175268,0.0009183544747837228,0.0007108251092021356,0.0005232133223621078,0.000394844989925556,0.00048611915453143704,0.0005561738228395466,0.0004170143142511035,0.00028936477935202255,0.0002129615711534041,0.020531248155658356,0.023490007887894165,0.0176126044212426,0.017007505382405436,0.017523870809732413
3.80536501,0.0391885082,-0.0029449224,0.0714905408,0.0012374804,0.0804380997,0.00212316783,0.0798066258,0.00208778696,0.0753922462,0.00194778182,0.0011285830150585326,0.0013918112061235355,0.0011262840266528596,0.0008555577684187738,0.0006515067929185854,0.0007442957910579782,0.0008601005902596159,0.0006889193753656531,0.000514020922609654,0.0003911293579816775,0.00040253722362076374,0.0005217853589745997,0.0004067387794106273,0.0002891036893331604,0.00021374297248267593,0.0171518288450252,0.022232908277332118,0.017330854191159296,0.01687245321596925,0.01763434086990876
