Position,AxialVelocity
1.22465e-16,0.649577
0.00520401,0.649158
0.0103397,0.647925
0.0154079,0.645917
0.0204095,0.643176
0.0253455,0.639748
0.0302166,0.635676
0.0350238,0.631009
0.0397678,0.625793
0.0444495,0.620075
0.0490697,0.613901
0.0536293,0.607317
0.0581289,0.600366
0.0625695,0.593091
0.0669517,0.585531
0.0712764,0.577726
0.0755443,0.56971
0.0797562,0.561519
0.0839127,0.553183
0.0880146,0.544732
0.0920627,0.536194
0.0960576,0.527592
0.1,0.518951
0.103743,0.510621
0.10754,0.502061
0.111392,0.493278
0.1153,0.484281
0.119264,0.475078
0.123286,0.46568
0.127366,0.456096
0.131505,0.446336
0.135704,0.436412
0.139964,0.426335
0.144285,0.416116
0.148669,0.405768
0.153116,0.395302
0.157628,0.384733
0.162205,0.374072
0.166848,0.363332
0.171559,0.352528
0.176337,0.341673
0.181185,0.33078
0.186103,0.319863
0.191092,0.308936
0.196154,0.298012
0.201288,0.287107
0.206497,0.276234
0.211781,0.265405
0.217142,0.254637
0.222581,0.243941
0.228098,0.233332
0.233695,0.222822
0.239373,0.212426
0.245133,0.202156
0.250976,0.192024
0.256905,0.182044
0.262918,0.172227
0.269019,0.162586
0.275209,0.153131
0.281487,0.143875
0.287857,0.134827
0.294319,0.125999
0.300875,0.117401
0.307525,0.109042
0.314271,0.100932
0.321116,0.0930793
0.328059,0.0854933
0.335103,0.078182
0.342249,0.0711534
0.349498,0.0644152
0.356852,0.0579747
0.364312,0.0518393
0.371881,0.0460161
0.379559,0.0405123
0.387348,0.0353352
0.39525,0.0304924
0.403266,0.0259918
0.411399,0.0218421
0.419649,0.0180527
0.428018,0.0146338
0.436509,0.0115961
0.445122,0.00895065
0.45386,0.00670602
0.462725,0.00486529
0.471718,0.00341968
0.480841,0.00234146
0.490096,0.00157971
0.499485,0.00106427
0.50901,0.000718147
0.518673,0.00047232
0.528475,0.000276314
0.53842,0.000101038
0.548508,-6.57914e-05
0.558743,-0.000227199
0.569125,-0.000382527
0.579658,-0.000530252
0.590344,-0.000669155
0.601184,-0.000798623
0.612181,-0.000918545
0.623337,-0.00102909
0.634654,-0.00113055
0.646136,-0.00122323
0.657783,-0.00130747
0.669599,-0.00138359
0.681587,-0.00145192
0.693747,-0.00151273
0.706084,-0.00156633
0.718599,-0.00161299
0.731295,-0.00165295
0.744176,-0.00168648
0.757242,-0.00171383
0.770498,-0.00173523
0.783945,-0.00175092
0.797587,-0.00176113
0.811427,-0.00176609
0.825467,-0.001766
0.83971,-0.00176108
0.854159,-0.00175155
0.868818,-0.00173761
0.883688,-0.00171945
0.898774,-0.00169725
0.914078,-0.0016712
0.929604,-0.00164148
0.945354,-0.00160826
0.961333,-0.00157171
0.977542,-0.00153197
0.993987,-0.00148921
1.01067,-0.00144358
1.02759,-0.00139524
1.04476,-0.00134435
1.06218,-0.0012911
1.07985,-0.00123573
1.09777,-0.00117852
1.11596,-0.00111992
1.1344,-0.00106053
1.15312,-0.00100129
1.1721,-0.000943523
1.19136,-0.000889026
1.2109,-0.000839821
1.23073,-0.000797637
1.25083,-0.000763236
1.27123,-0.000736095
1.29193,-0.00071474
1.31292,-0.000697427
1.33422,-0.000682681
1.35583,-0.000669475
1.37775,-0.000657179
1.39999,-0.000645431
1.42254,-0.000634033
1.44543,-0.000622881
1.46865,-0.000611918
1.4922,-0.000601115
1.51609,-0.000590458
1.54033,-0.000579939
1.56492,-0.000569555
1.58987,-0.000559304
1.61517,-0.000549187
1.64085,-0.000539204
1.66689,-0.000529353
1.69331,-0.000519637
1.72012,-0.000510056
1.74731,-0.000500609
1.77489,-0.000491296
1.80288,-0.000482118
1.83127,-0.000473074
1.86007,-0.000464164
1.88929,-0.000455387
1.91893,-0.000446743
1.949,-0.000438231
1.9795,-0.00042985
2.01045,-0.0004216
2.04184,-0.000413479
2.07369,-0.000405487
2.106,-0.000397622
2.13878,-0.000389883
2.17203,-0.000382268
2.20576,-0.000374777
2.23998,-0.000367408
2.2747,-0.000360159
2.30992,-0.00035303
2.34565,-0.000346019
2.38189,-0.000339123
2.41866,-0.000332342
2.45597,-0.000325675
2.49381,-0.000319118
2.5322,-0.000312672
2.57114,-0.000306334
2.61065,-0.000300103
2.65074,-0.000293977
2.6914,-0.000287954
2.73265,-0.000282034
2.77449,-0.000276214
2.81695,-0.000270492
2.86001,-0.000264868
2.90371,-0.000259339
2.94803,-0.000253904
2.99299,-0.000248562
3.03861,-0.00024331
3.08488,-0.000238149
3.13183,-0.000233075
3.17945,-0.000228087
3.22777,-0.000223185
3.27678,-0.000218365
3.3265,-0.000213629
3.37695,-0.000208972
3.42812,-0.000204395
3.48003,-0.000199896
3.5327,-0.000195473
3.58612,-0.000191126
3.64032,-0.000186852
3.69531,-0.00018265
3.75109,-0.00017852
3.80768,-0.00017446
3.86508,-0.000170468
3.92332,-0.000166544
3.9824,-0.000162686
4.04234,-0.000158892
4.10314,-0.000155162
4.16482,-0.000151495
4.2274,-0.000147889
4.29088,-0.000144342
4.35528,-0.000140855
4.42061,-0.000137425
4.48689,-0.000134052
4.55413,-0.000130734
4.62234,-0.00012747
4.69154,-0.000124259
4.76174,-0.000121101
4.83295,-0.000117993
4.9052,-0.000114936
4.97849,-0.000111927
5.05285,-0.000108966
5.12828,-0.000106052
5.2048,-0.000103185
5.28242,-0.000100362
5.36118,-9.75854e-05
5.44107,-9.48498e-05
5.52212,-9.21599e-05
5.60434,-8.95078e-05
5.68775,-8.6902e-05
5.77237,-8.43289e-05
5.85821,-8.18045e-05
5.9453,-7.93051e-05
6.03364,-7.68593e-05
6.12327,-7.44259e-05
6.21419,-7.20551e-05
6.30643,-6.96739e-05
6.4,-6.73652e-05
