x-coordinate,axial-velocity,turb-kinetic-energy,uu,vv,uv
0.0,1.222672726,0.03758950355,0.027581635320970944,0.02385286643672426,0.0003140330162585101
0.004239977228,1.220786399,0.03741545435,0.02734502840057271,0.023759852533593747,0.00032107903775515734
0.008526594205,1.218985316,0.03722495249,0.027091015355849315,0.02367438378570198,0.00032951890462175104
0.01286036397,1.21718642,0.03704103364,0.02690323828678052,0.023611681691499194,0.0003392788658494156
0.0172418052,1.215477547,0.03685728547,0.02661138190868878,0.023567247208441458,0.0003482930248065657
0.02167144228,1.213895344,0.03667265705,0.026293847125889752,0.02353847073201762,0.00035642859105652495
0.02614980538,1.212463368,0.03648702314,0.025951494053923538,0.023522470332162704,0.00036361862703126297
0.03067743046,1.211207001,0.03630044962,0.025587392944554928,0.02351601633738247,0.00037140760855470514
0.03525485943,1.210142679,0.03611307186,0.02521364586275777,0.023515511151228047,0.00037405842318069386
0.03988264011,1.209280501,0.03592505684,0.024831097927905273,0.023516609433250037,0.00036838086408945246
0.04456132638,1.208632338,0.03573659214,0.024450270044175406,0.023514675369473013,0.0003609051335204622
0.04929147819,1.208193233,0.03554786296,0.02408937949900121,0.023504960358203958,0.0003412054274605431
0.05407366168,1.207939555,0.03535902728,0.02374243590324174,0.02348507912294374,0.00028307448800341217
0.05890844919,1.207860318,0.03517023577,0.02343753228619238,0.02345076479525332,0.00022985964934184636
0.06379641936,1.207936806,0.03498162843,0.0231770750414157,0.023395941620509297,0.0002408187556647639
0.0687381572,1.208125685,0.03479331626,0.022942472090849108,0.023321727245569874,0.0002716257244579473
0.07373425415,1.208393039,0.03460542358,0.02274573411302198,0.02323131332075069,0.00028151888767155575
0.07878530818,1.208713539,0.03441813966,0.022581557501978912,0.023125173777118653,0.0002803213922925187
0.08389192379,1.209059369,0.03423175,0.02245015686759139,0.023003834531983767,0.00027356068606863295
0.08905471218,1.209401018,0.03404666963,0.022349224366521224,0.022868636036337136,0.000261655873180673
0.09427429125,1.209711806,0.03386347982,0.022277906701557347,0.022720956205459324,0.00023916365791694534
0.09955128568,1.209967682,0.03368296894,0.022231728879247046,0.022562786923429046,0.00020072868815174043
0.104886327,1.210151216,0.03350617083,0.02220843284115863,0.022399299655107605,0.00014065468535898748
0.1102800539,1.210243747,0.0333343883,0.022191125817228197,0.022238214551076836,8.88366773009233e-05
0.1157331117,1.210226517,0.03316920299,0.02217302574644473,0.022082563368442103,0.00010252383857927862
0.1212461531,1.210095931,0.03301248854,0.022176359237275123,0.02192653077326293,0.00017041964333979446
0.1268198381,1.209847665,0.03286642931,0.02220519435658062,0.02176734465341962,0.0002431059116197202
0.1324548335,1.209467863,0.03273353103,0.02225395915474696,0.02161028955068179,0.0003003985800528518
0.1381518139,1.208942543,0.03261653153,0.0223190545046386,0.021461035915753955,0.0003389631012865355
0.1439114611,1.208261065,0.03251858956,0.022397810343985605,0.021323878633890483,0.00036413767522724185
0.1497344644,1.207417289,0.0324432335,0.022493843919261704,0.02120096665364896,0.0003851169247828079
0.1556215207,1.206407148,0.03239267739,0.02261156390980762,0.021092493262070265,0.0004078205308425206
0.1615733347,1.205224885,0.03237560494,0.022756950989045205,0.021003621095151716,0.00043298349273048663
0.1675906186,1.203864089,0.03239259575,0.022930562636684283,0.020934744804055324,0.0004604324300771644
0.1736740926,1.202318643,0.03244005096,0.023129875117006062,0.020883635148756897,0.0004894331160562969
0.1798244849,1.200582086,0.03252651482,0.023361090905563844,0.02085576264308372,0.0005201724063434496
0.1860425314,1.198649361,0.03265777413,0.02362627418952522,0.020855535331168767,0.000550024987916531
0.1923289765,1.196516958,0.03283572902,0.02392709338976791,0.02088398403475967,0.0005782835438411901
0.1986845725,1.19418022,0.03306178842,0.024266733429371995,0.020941206609394948,0.0006080607608914065
