x-coordinate,axial-velocity,turb-kinetic-energy,uu,vv,uv
0.0,1.720682872,0.01291367001,0.009086375473128992,0.008381259730637233,0.0005317325039565625
0.004239977228,1.719304177,0.01293867214,0.009089220289653189,0.008396320130666754,0.00047253861868651185
0.008526594205,1.717906349,0.01296769117,0.009088610425314898,0.008420137625454079,0.0004183162722587136
0.01286036397,1.716524469,0.01299667501,0.009113773741939361,0.008443275739388169,0.00041566540012378725
0.0172418052,1.715141941,0.01302627458,0.009131033544526376,0.00846404755289462,0.0004163193199589321
0.02167144228,1.713752017,0.01305661612,0.009150776174065775,0.0084843432954939,0.0004191313972392429
0.02614980538,1.712346211,0.01308775881,0.009173013216681755,0.008504917848943644,0.0004233973060392755
0.03067743046,1.71092421,0.01311974468,0.009194998571889264,0.00852608391787561,0.0004277159258710886
0.03525485943,1.709488439,0.01315260974,0.0092166079529069,0.008548124859773458,0.00043163459767580405
0.03988264011,1.708041274,0.01318638623,0.009238034892889064,0.00857118691532551,0.0004351102020004048
0.04456132638,1.706585497,0.01322110414,0.00925916613803349,0.00859532329175147,0.0004380739668099111
0.04929147819,1.705124167,0.01325679599,0.009280020260466539,0.008620544990643379,0.00044048499497598734
0.05407366168,1.7036601,0.01329349408,0.009300788686383699,0.008646806757920466,0.0004423715764949367
0.05890844919,1.70219545,0.01333122383,0.009321766583164028,0.00867399310660555,0.00044382881068094865
0.06379641936,1.700731332,0.01337000292,0.009343339058562052,0.00870192946652896,0.0004450199076033734
0.0687381572,1.699267525,0.01340984259,0.00936594025970804,0.008730414146345226,0.00044615895876219035
0.07373425415,1.697802379,0.01345074941,0.009389971541007555,0.008759264533526738,0.00044747571125986185
0.07878530818,1.696333029,0.01349272696,0.009415714828610696,0.008788356153986703,0.0004491766801846773
0.08389192379,1.694855855,0.01353577735,0.009443286115197713,0.008817635309562526,0.00045140980801107
0.08905471218,1.693367017,0.01357990255,0.009472646511759062,0.008847113503285303,0.00045424431828749697
0.09427429125,1.691862921,0.0136251056,0.009503645280663674,0.008876857433699627,0.00045766854521728684
0.09955128568,1.690340534,0.01367139164,0.009536073583395529,0.008906968740106077,0.00046160379078065655
0.104886327,1.688797524,0.01371876902,0.009569722411649094,0.008937555478105114,0.0004659362408035495
0.1102800539,1.687232209,0.01376725021,0.009604425441909203,0.008968711677592556,0.00047055369957176545
0.1157331117,1.68564341,0.01381685272,0.009640073505082239,0.009000510340126694,0.0004753677484152821
0.1212461531,1.684030286,0.01386759982,0.00967661002345677,0.009033004628492974,0.00048031946392518336
0.1268198381,1.68239218,0.01391952109,0.009714020200715549,0.009066233065200444,0.0004853765774886823
0.1324548335,1.680728516,0.0139726528,0.009752319028990868,0.009100225821941062,0.0004905270890415088
0.1381518139,1.679038722,0.01402703813,0.0097915408240654,0.009135010024655988,0.0004957722455605266
0.1439114611,1.677322187,0.01408272728,0.009831731885401786,0.009170613487206727,0.0005011208736962604
0.1497344644,1.675578245,0.01413977743,0.009872945933138363,0.009207067021347173,0.0005065855052421906
0.1556215207,1.673806161,0.01419825259,0.009915241481528897,0.009244405656847967,0.0005121799333405302
0.1615733347,1.672005136,0.01425822925,0.009958684275036045,0.009282673154559625,0.0005179175428255619
0.1675906186,1.670174306,0.01431979116,0.010003343871524939,0.009321918654631419,0.0005238109217345233
0.1736740926,1.668312746,0.01438302062,0.01004928825047754,0.00936219067033191,0.0005298720498260036
0.1798244849,1.66641947,0.01444800324,0.010096586941184605,0.009403540195788438,0.0005361121104181745
0.1860425314,1.664493436,0.01451483051,0.010145312898956453,0.00944602234820899,0.0005425415139932702
0.1923289765,1.662533543,0.01458359991,0.010195542658016714,0.009489696428979365,0.0005491698835576049
0.1986845725,1.660538638,0.01465441461,0.010247356147652462,0.009534625743871384,0.0005560060056972949
0.20511008,1.65850751,0.01472738297,0.010300836391016754,0.00958087724063077,0.00056305785193855
0.2116062681,1.656438897,0.01480261809,0.01035606928832269,0.00962852110234952,0.0005703326103806047
0.2181739143,1.654331485,0.01488023737,0.0104131434840483,0.009677630418062634,0.0005778366032410221
0.2248138046,1.652183907,0.01496036203,0.010472150270106896,0.009728280822516188,0.0005855752750679121
0.2315267336,1.649994745,0.01504311686,0.010533183523988805,0.009780550280901442,0.0005935533378810449
0.2383135049,1.647762529,0.01512862984,0.010596339399852737,0.009834518804969794,0.0006017748387733593
0.2451749307,1.645485735,0.01521703203,0.010661716318052988,0.009890268231695972,0.0006102431595951911
0.2521118322,1.643162788,0.01530845745,0.010729415146229989,0.009947882068034852,0.0006189610497299133
0.2591250396,1.640792059,0.01540304314,0.010799539533109317,0.010007445444279948,0.0006279305611491176
0.2662153922,1.638371861,0.01550092937,0.01087219590968133,0.01006904565606058,0.000637152946032983
0.2733837388,1.635900451,0.01560226001,0.010947493470727815,0.01013277249079686,0.0006466288119936096
0.2806309371,1.633376028,0.01570718316,0.011025545382895175,0.010198717544005635,0.0006563585672997555
0.2879578547,1.630796726,0.01581585197,0.01110647030799124,0.010266974498042461,0.0006663427183152407
0.2953653683,1.628160607,0.01592842578,0.011190392970999283,0.010337640483107435,0.0006765821682984856
0.3028543646,1.625465659,0.01604507166,0.011277444708918727,0.01041081687103211,0.0006870783673123563
0.3104257398,1.622709785,0.01616596615,0.011367765090332212,0.01048660997604974,0.0006978328435428829
0.3180804002,1.619890799,0.01629129764,0.011461504659954685,0.010565132716155369,0.000708847492545572
0.3258192618,1.61700641,0.01642126904,0.011558827240387473,0.010646506343861545,0.0007201255980370824
0.3336432509,1.614054212,0.01655610112,0.011659912126791589,0.010730862209771807,0.000731672293312155
0.3415533039,1.611031668,0.01669603636,0.011764957209183462,0.010818343893712168,0.0007434948616459246
0.3495503675,1.607936092,0.01684134339,0.011874182837711574,0.010909109918061665,0.0007556033168264372
0.3576353987,1.604764632,0.01699232219,0.011987836337631166,0.011003335969921858,0.0007680113210039488
0.3658093653,1.601514237,0.0171493099,0.012106196920003087,0.011101218387487316,0.0007807366845359691
0.3740732456,1.598181636,0.01731268742,0.012229580994074082,0.011202978996060967,0.0007938014801845349
0.3824280285,1.594763299,0.01748288674,0.012358348111623452,0.011308869200985502,0.000807232520870354
0.3908747141,1.591255401,0.01766039903,0.012492908128332137,0.011419174841110921,0.000821061867935192
0.3994143131,1.587653778,0.0178457835,0.01263372915269345,0.011534220860103089,0.0008353271323950975
0.4080478478,1.58395388,0.01803967684,0.01278134110747128,0.011654385206460055,0.0008500691741142574
0.4167763514,1.580150744,0.01824280352,0.0129363419325622,0.011780105638477907,0.0008653373618608502
0.4256008685,1.576238947,0.0184559865,0.013099416113890372,0.011911859089198977,0.0008811981265134605
0.4345224552,1.572212503,0.01868015851,0.013271346195754716,0.01205017937986978,0.0008977237255769525
0.4435421795,1.568064806,0.01891637321,0.013453010634381455,0.012195684002919108,0.0009149861393730637
0.4526611207,1.563788592,0.0191658164,0.013645390681101339,0.012349069047930171,0.0009330636402413317
0.4618803702,1.559375891,0.01942981684,0.01384958655237006,0.012511115091564442,0.0009520410071246711
0.4712010315,1.554817954,0.01970985619,0.014066826025923684,0.01268269327781158,0.0009720076515153165
0.4806242201,1.550105191,0.02000757756,0.014298474153753408,0.012864768805495837,0.0009930559323358824
0.4901510638,1.545227101,0.02032479184,0.01454602359732113,0.013058406990055695,0.001015276963490687
0.4997827027,1.54017231,0.02066348122,0.014811134420596499,0.013264772459807778,0.0010387666452211523
0.5095202896,1.534928379,0.02102579791,0.015095537627303254,0.013485148933414732,0.0010635704762694924
0.5193649901,1.529482006,0.02141405881,0.015401096666106251,0.013720919979934323,0.0010898666729345031
0.5293179822,1.523819202,0.02183073465,0.015729926476756945,0.01397352482429877,0.001117967181997494
0.5393804572,1.517924836,0.02227842832,0.016084232972720346,0.014244472928431631,0.001148023576723211
0.5495536195,1.511782661,0.02275984322,0.016466275155368616,0.01453534456510457,0.0011800712822506725
0.5598386865,1.505375602,0.02327774134,0.016878357703750253,0.014847759927886417,0.0012141099856590699
0.5702368893,1.498685965,0.02383488939,0.017322789877192574,0.015183342468685959,0.0012501016569155695
0.5807494723,1.491695657,0.02443399154,0.017801834680554775,0.015543677191552224,0.0012879615374709842
0.5913776937,1.484386444,0.02507760862,0.018317643139255036,0.01593026003842703,0.0013275481695384829
0.6021228256,1.476740266,0.02576806225,0.01887217446580887,0.016344440041803795,0.0013686560341515453
0.6129861539,1.468739607,0.02650734163,0.019467112956543776,0.016787368867077417,0.0014110116532434127
0.6239689788,1.460367937,0.02729696885,0.020103750354926734,0.017259926230941684,0.0014542673295053446
0.6350726148,1.451610206,0.028137742,0.020782787185896816,0.01776255167483136,0.0014979830812860552
0.6462983908,1.44245331,0.02902978942,0.021504369465992695,0.018295228758463407,0.001541604833643303
0.6576476503,1.432886582,0.02997260607,0.022268058119226844,0.01885742840955875,0.001584538908167119
0.6691217517,1.422902512,0.03096479519,0.02307261056224378,0.019448184556051816,0.0016262609478114721
0.6807220682,1.412497251,0.03200395868,0.023915852968262707,0.020066255717659347,0.001666187881348846
0.6924499882,1.40167106,0.03308666242,0.024795226037625746,0.02070990852290609,0.0017035103279421121
0.7043069153,1.390426452,0.03420842395,0.025706586093815403,0.021377039617473177,0.0017359535436638786
0.7162942686,1.378774631,0.0353638135,0.026643945035853173,0.02206512306074484,0.0017565272998820067
0.7284134827,1.366732468,0.03654656252,0.027603079420036206,0.022768778755654407,0.0017678916109799608
0.7406660083,1.35431098,0.03774949519,0.028579921910899395,0.02348286575180452,0.0017786605015990076
0.7530533116,1.341522434,0.03896461004,0.029567271830687584,0.024204292468762708,0.001788116386507546
0.7655768753,1.328386712,0.04018342182,0.030556973673395594,0.024928483277742032,0.0017948709656855778
0.7782381981,1.314929391,0.04139727339,0.03154158088838719,0.025650353928936196,0.0017983820928929473
0.7910387955,1.30117915,0.04259748562,0.03251367700025115,0.026364979827968697,0.0017983882650384614
0.8039801995,1.287166829,0.04377551451,0.033465662675247025,0.02706758853897394,0.0017939921232472387
0.8170639589,1.272925104,0.04492314732,0.03439048802179199,0.027753378738919678,0.0017842659307307645
0.8302916397,1.258486508,0.04603273317,0.035282266143809624,0.028417583590665683,0.0017694975842698188
0.843664825,1.24388207,0.04709730506,0.03613571617638495,0.029055892232227442,0.0017503403887050388
0.8571851153,1.229141905,0.04811058443,0.0369460987526607,0.029664344218428278,0.0017272576268568352
0.8708541288,1.214294149,0.04906703481,0.03770897358941166,0.030239464820757424,0.0017006921910110572
0.8846735014,1.19936736,0.0499619204,0.03841974466695872,0.030778988584329633,0.001670709929791157
0.8986448871,1.184390414,0.05079139044,0.03907580131578833,0.0312805922493969,0.0016376861881165078
0.9127699581,1.169387137,0.05155242497,0.039676178266144245,0.031741623580589934,0.0016026596637496112
0.9270504049,1.154378102,0.05224270661,0.04021910191677782,0.03216053101780109,0.0015660903379845807
