x-coordinate,y-coordinate,axial-velocity,radial-velocity,uu,vv,uv
5.0,6.123234047e-16,0.1800665507,4.326262149e-05,0.0027219238152454313,0.0022968990206633905,7.679961465800154e-06
5.0,0.005204005374,0.180057671,8.54969348e-05,0.0027218903562139544,0.0022947794864837394,1.532756579359275e-05
5.0,0.01033966345,0.1800315036,0.0001668696866,0.0027217915131778916,0.002295905769224629,3.0386581551457405e-05
5.0,0.01540787221,0.1799887534,0.0002467164693,0.002721630176477305,0.0022973162228488663,4.5209078640825324e-05
5.0,0.02040951739,0.1799300934,0.0003267274226,0.0027214085721840742,0.002296150939003307,5.9821558059328954e-05
5.0,0.0253454732,0.179856188,0.0004054634648,0.002721128351069855,0.0022967739394935908,7.421767717041887e-05
5.0,0.03021660239,0.1797676865,0.0004830692964,0.0027207912689287497,0.0022970912599336877,8.839582779199131e-05
5.0,0.03502375636,0.1796652233,0.0005594365743,0.002720398887278711,0.0022975507187609785,0.00010235392119978804
5.0,0.03976777532,0.1795494173,0.0006346062076,0.00271995265240631,0.002297999543374802,0.00011609073814375752
5.0,0.04444948847,0.1794208723,0.0007085601497,0.0027194538877215978,0.0022985164659478823,0.00012960521479738295
5.0,0.04906971409,0.1792801762,0.0007812984995,0.002718903821618472,0.0022990723561689707,0.00014289667665491035
5.0,0.05362925975,0.1791279015,0.0008528175143,0.0027183035930421627,0.0022996708278770093,0.00015596476021137868
5.0,0.05812892238,0.178964605,0.0009231175462,0.0027176542659828845,0.0023003052095672202,0.00016880943139617675
5.0,0.06256948846,0.1787908279,0.0009921996397,0.0027169568415893945,0.002300973339778029,0.0001814309371666397
5.0,0.06695173415,0.1786070957,0.001060066497,0.002716212267204857,0.00230167150352838,0.00019382977009857027
5.0,0.07127642538,0.1784139185,0.001126722044,0.0027154214520632436,0.0023023966265585897,0.00020600665096813154
5.0,0.07554431806,0.1782117912,0.001192171443,0.002714585267025625,0.0023031453549046937,0.00021796254014201682
5.0,0.07975615815,0.1780011931,0.001256421071,0.002713704554199378,0.0023039149063387005,0.00022969864240319297
5.0,0.08391268182,0.1777825888,0.001319478156,0.0027127801310058847,0.0023047015848376177,0.00024121636396364356
5.0,0.08801461558,0.1775564277,0.001381351333,0.0027118128022480424,0.0023055052407203935,0.0002525172687215962
5.0,0.09206267639,0.1773231448,0.00144204855,0.002710803365578363,0.0023063159891319246,0.00026360298026192576
5.0,0.09605757177,0.1770831605,0.001501582802,0.002709752609485011,0.0023071418218692684,0.0002745236222463882
5.0,0.1,0.1768368805,0.001559966182,0.002708661302810665,0.0023079728779378302,0.00028520053967553933
5.0,0.1037429218,0.1765944381,0.001615036735,0.0027075741761234677,0.0023087721164227622,0.00029514077874815114
5.0,0.1075400176,0.1763399626,0.00167053507,0.002706419446612441,0.002309601803532155,0.00030518915043038796
5.0,0.1113920715,0.1760730928,0.001726448539,0.002705193513903383,0.0023104511616534205,0.00031540108943447126
5.0,0.115299879,0.175793462,0.001782759941,0.002703892556808222,0.002311322923219756,0.0003256857685477147
5.0,0.119264247,0.1755006979,0.00183945021,0.002702512540361154,0.0023122154095338177,0.0003360398754237577
5.0,0.1232859942,0.1751944222,0.001896498919,0.0027010492056649973,0.002313126690784049,0.0003464597842701696
5.0,0.1273659511,0.1748742511,0.001953884289,0.002699498065719559,0.00231405481282407,0.0003569415825893799
5.0,0.1315049601,0.1745397959,0.002011583061,0.0026978543964185026,0.0023149977027904565,0.0003674810626282002
5.0,0.135703876,0.1741906623,0.002069570454,0.002696113223404021,0.002315952967019111,0.0003780737739088099
5.0,0.1399635659,0.1738264518,0.002127820136,0.002694269306334986,0.00231691790872314,0.00038871506484177977
5.0,0.1442849094,0.173446761,0.002186304182,0.0026923171298645536,0.0023178895614630987,0.00039940002538058897
5.0,0.1486687988,0.1730511823,0.002244993011,0.002690250897740297,0.0023188646835320672,0.00041012341361811776
5.0,0.1531161394,0.1726393045,0.002303855324,0.0026880645272866835,0.002319839738972506,0.00042087964831259727
5.0,0.1576278496,0.1722107128,0.002362858053,0.002685751633155959,0.0023208108486928673,0.0004316628713674673
5.0,0.1622048611,0.1717649894,0.002421966325,0.002683305507518366,0.0023217737354969984,0.0004424669983191599
5.0,0.166848119,0.1713017136,0.002481143427,0.0026807191173964587,0.0023227237655674767,0.0004532856557565146
5.0,0.1715585821,0.1708204627,0.00254035074,0.002677985099198184,0.002323655978224568,0.00046411209990382055
5.0,0.1763372232,0.170320812,0.002599547674,0.002675095751264201,0.0023245650127365677,0.00047493921265601217
5.0,0.181185029,0.1698023358,0.002658691635,0.002672043021471758,0.0023254450142049044,0.00048575957107400666
5.0,0.1861030006,0.1692646076,0.002717738025,0.0026688184888533023,0.0023262896879554865,0.0004965655062862915
5.0,0.1910921536,0.1687072008,0.002776640159,0.002665413361174141,0.0023270923882302806,0.0005073490397633691
