Position,AxialVelocity
1.10218e-15,0.105613
0.0102962,0.105606
0.0199131,0.105586
0.0288956,0.105556
0.0372854,0.105518
0.0451218,0.105473
0.0524411,0.105425
0.0592775,0.105372
0.065663,0.105318
0.0716271,0.105262
0.0771978,0.105205
0.082401,0.105149
0.0872609,0.105093
0.0918001,0.105037
0.0960399,0.104983
0.1,0.104931
0.103948,0.104876
0.107994,0.104818
0.112143,0.104756
0.116395,0.10469
0.120753,0.10462
0.125221,0.104546
0.129801,0.104467
0.134496,0.104384
0.139308,0.104295
0.144241,0.104201
0.149298,0.104102
0.154482,0.103997
0.159795,0.103885
0.165242,0.103767
0.170825,0.103642
0.176548,0.10351
0.182414,0.10337
0.188428,0.103223
0.194592,0.103067
0.200911,0.102903
0.207388,0.102729
0.214028,0.102546
0.220834,0.102353
0.22781,0.102149
0.234962,0.101935
0.242293,0.101709
0.249807,0.101471
0.25751,0.10122
0.265406,0.100957
0.2735,0.10068
0.281797,0.100388
0.290301,0.100082
0.299019,0.0997598
0.307956,0.0994218
0.317116,0.0990669
0.326506,0.0986946
0.336132,0.098304
0.345999,0.0978945
0.356113,0.0974654
0.36648,0.0970159
0.377108,0.0965453
0.388002,0.0960528
0.399169,0.0955376
0.410615,0.094999
0.422349,0.0944362
0.434377,0.0938484
0.446707,0.0932347
0.459345,0.0925946
0.4723,0.091927
0.48558,0.0912314
0.499193,0.0905069
0.513147,0.0897528
0.527451,0.0889683
0.542114,0.0881528
0.557144,0.0873056
0.572551,0.086426
0.588344,0.0855134
0.604532,0.0845674
0.621127,0.0835872
0.638138,0.0825725
0.655575,0.0815228
0.673449,0.0804378
0.691771,0.0793172
0.710552,0.0781607
0.729804,0.0769683
0.749539,0.0757398
0.769769,0.0744753
0.790505,0.073175
0.811761,0.0718389
0.833551,0.0704675
0.855886,0.0690612
0.878781,0.0676205
0.90225,0.0661461
0.926308,0.0646389
0.950968,0.0630996
0.976247,0.0615295
1.00216,0.0599297
1.02872,0.0583015
1.05595,0.0566464
1.08386,0.054966
1.11247,0.0532622
1.1418,0.0515368
1.17186,0.0497919
1.20267,0.0480297
1.23426,0.0462526
1.26664,0.044463
1.29983,0.0426637
1.33386,0.0408574
1.36873,0.039047
1.40448,0.0372355
1.44113,0.0354261
1.47869,0.033622
1.5172,0.0318267
1.55667,0.0300435
1.59713,0.028276
1.63861,0.0265279
1.68113,0.0248027
1.72471,0.0231042
1.76938,0.0214363
1.81517,0.0198026
1.86212,0.0182069
1.91023,0.0166532
1.95956,0.0151452
2.01012,0.0136866
2.06195,0.0122814
2.11507,0.0109333
2.16953,0.00964615
2.22536,0.00842368
2.28258,0.00726979
2.34124,0.00618845
2.40136,0.00518375
2.463,0.00426003
2.52618,0.00342196
2.59094,0.0026746
2.65733,0.00202345
2.72538,0.00147411
2.79514,0.00103138
2.86664,0.000696807
2.93994,0.000464932
3.01508,0.00032026
3.0921,0.000239052
3.17105,0.000196374
3.25197,0.000173072
3.33493,0.000157803
3.41997,0.000145073
3.50713,0.000132614
3.59649,0.000119609
3.68808,0.000105827
3.78197,9.12558e-05
3.87821,7.59763e-05
3.97687,6.01111e-05
4.07799,4.38123e-05
4.18166,2.72572e-05
4.28792,1.06458e-05
4.39684,-5.80226e-06
4.5085,-2.18555e-05
4.62295,-3.72816e-05
4.74027,-5.18635e-05
4.86054,-6.54158e-05
4.98381,-7.77996e-05
5.11018,-8.89292e-05
5.23972,-9.87714e-05
5.3725,-0.000107337
5.50861,-0.000114668
5.64814,-0.00012082
5.79116,-0.00012585
5.93776,-0.000129811
6.08804,-0.000132748
6.24209,-0.0001347
6.4,-0.000135692
