Position,Velocity
1.71451e-15,3.00571e-05
0.0226531,5.93428e-05
0.040653,0.000104705
0.0549748,0.000140601
0.0663856,0.00016969
0.0754899,0.000192837
0.0827642,0.00021132
0.0885848,0.000226076
0.0932489,0.000237892
0.0969918,0.000247351
0.1,0.000254947
0.104978,0.000267538
0.110156,0.00028059
0.115543,0.000294132
0.121147,0.000308212
0.126976,0.00032283
0.133041,0.000338007
0.139351,0.000353758
0.145914,0.000370105
0.152743,0.000387065
0.159846,0.000404656
0.167236,0.000422898
0.174923,0.00044181
0.182921,0.000461409
0.19124,0.000481714
0.199896,0.000502742
0.2089,0.00052451
0.218266,0.000547036
0.228011,0.000570333
0.238148,0.000594416
0.248694,0.000619297
0.259665,0.000644987
0.271078,0.000671495
0.282951,0.000698827
0.295303,0.000726985
0.308152,0.00075597
0.32152,0.000785777
0.335426,0.000816398
0.349893,0.000847819
0.364942,0.000880021
0.380599,0.000912978
0.396886,0.000946658
0.41383,0.000981019
0.431457,0.00101601
0.449795,0.00105157
0.468871,0.00108764
0.488717,0.00112411
0.509362,0.00116091
0.53084,0.00119792
0.553183,0.001235
0.576426,0.00127203
0.600607,0.00130882
0.625762,0.0013452
0.651931,0.00138097
0.679155,0.0014159
0.707477,0.00144974
0.73694,0.00148221
0.76759,0.00151301
0.799476,0.00154182
0.832647,0.00156827
0.867155,0.001592
0.903053,0.0016126
0.940399,0.00162963
0.97925,0.00164261
1.01967,0.00165109
1.06171,0.00165455
1.10545,0.00165249
1.15096,0.00164436
1.1983,0.00162956
1.24754,0.00160761
1.29877,0.00157796
1.35207,0.00154005
1.40751,0.00149337
1.43157,0.00147003
1.46519,0.00143741
1.5252,0.00137174
1.58762,0.00129594
1.65256,0.00120969
1.72011,0.0011127
1.79039,0.00100483
1.8635,0.000885998
1.93956,0.000756268
2.01868,0.000615838
2.101,0.000465061
2.18663,0.000304459
2.27571,0.00013474
2.36838,-4.31854e-05
2.46479,-0.00022819
2.56508,-0.000418915
2.66942,-0.000613756
2.77796,-0.000810846
2.89088,-0.00100804
3.00835,-0.0012029
3.13055,-0.00139263
3.25768,-0.00157407
3.38993,-0.00174358
3.52751,-0.00189694
3.67064,-0.00202915
3.81954,-0.00213432
3.97444,-0.00220612
4.13558,-0.00223766
4.30322,-0.00222558
4.47762,-0.00217689
4.65904,-0.00210612
4.84778,-0.00202624
5.04412,-0.00194525
5.24838,-0.00186666
5.46087,-0.00179159
5.68192,-0.00171999
5.91189,-0.0016522
6.0,-0.00162837
