Position,Velocity
1.59204e-15,0.0775574
0.0224396,0.0775444
0.0403283,0.0775139
0.0546093,0.077477
0.0660265,0.0774396
0.0751674,0.0774046
0.0824965,0.0773733
0.0883816,0.0773461
0.0931143,0.0773228
0.0969258,0.0773032
0.1,0.0772868
0.104978,0.0772592
0.110156,0.0772291
0.115543,0.0771963
0.121147,0.0771605
0.126976,0.0771215
0.133041,0.0770791
0.139351,0.0770328
0.145914,0.0769825
0.152743,0.0769277
0.159846,0.0768682
0.167236,0.0768035
0.174923,0.0767331
0.182921,0.0766567
0.19124,0.0765738
0.199896,0.0764837
0.2089,0.076386
0.218266,0.0762801
0.228011,0.0761652
0.238148,0.0760406
0.248694,0.0759057
0.259665,0.0757596
0.271078,0.0756015
0.282951,0.0754303
0.295303,0.0752453
0.308152,0.0750452
0.32152,0.074829
0.335426,0.0745955
0.349893,0.0743434
0.364942,0.0740715
0.380599,0.0737783
0.396886,0.0734623
0.41383,0.073122
0.431457,0.0727558
0.449795,0.072362
0.468871,0.0719387
0.488717,0.0714842
0.509362,0.0709965
0.53084,0.0704737
0.553183,0.0699137
0.576426,0.0693145
0.600607,0.068674
0.625762,0.0679901
0.651931,0.0672606
0.679155,0.0664834
0.707477,0.0656564
0.73694,0.0647777
0.76759,0.0638452
0.799476,0.0628571
0.832647,0.0618116
0.867155,0.0607072
0.903053,0.0595425
0.940399,0.0583163
0.97925,0.0570278
1.01967,0.0556763
1.06171,0.0542616
1.10545,0.0527838
1.15096,0.0512434
1.1983,0.0496414
1.24754,0.0479792
1.29877,0.0462589
1.35207,0.044483
1.40751,0.0426545
1.46519,0.0407773
1.5252,0.0388557
1.58762,0.0368947
1.65256,0.0348999
1.72011,0.0328776
1.79039,0.0308347
1.8635,0.0287788
1.93956,0.026718
2.01868,0.0246609
2.101,0.0226167
2.18663,0.0205951
2.27571,0.0186059
2.29144,0.0182757
2.36838,0.0166596
2.46479,0.0147668
2.56508,0.0129382
2.66942,0.0111849
2.77796,0.0095178
2.89088,0.00794819
3.00835,0.00648742
3.13055,0.00514727
3.25768,0.00394016
3.38993,0.00287969
3.52751,0.00198105
3.67064,0.001261
3.81954,0.000733103
3.97444,0.000396031
4.13558,0.00021886
4.30322,0.00014335
4.47762,0.000114446
4.65904,0.000100924
4.84778,9.03874e-05
5.04412,7.94595e-05
5.24838,6.75356e-05
5.46087,5.46824e-05
5.68192,4.10432e-05
5.91189,2.67527e-05
6.0,2.13041e-05
