Position,Velocity
1.34711e-15,0.0914754
0.0220125,0.0914552
0.039679,0.0914065
0.0538784,0.0913472
0.0653083,0.0912865
0.0745223,0.0912291
0.081961,0.0911773
0.0879753,0.0911319
0.0928451,0.0910928
0.0967937,0.0910596
0.1,0.0910316
0.104978,0.0909864
0.110156,0.090937
0.115543,0.0908833
0.121147,0.0908246
0.126977,0.0907608
0.133041,0.0906913
0.139351,0.0906156
0.145914,0.0905333
0.152743,0.0904438
0.159846,0.0903465
0.167236,0.0902409
0.174923,0.0901261
0.182921,0.0900015
0.19124,0.0898663
0.199896,0.0897196
0.2089,0.0895606
0.218266,0.0893883
0.228011,0.0892017
0.238148,0.0889996
0.248694,0.0887809
0.259665,0.0885444
0.271078,0.0882886
0.282951,0.0880123
0.295303,0.0877139
0.308152,0.0873918
0.32152,0.0870444
0.335426,0.0866698
0.349893,0.0862663
0.364942,0.0858319
0.380599,0.0853646
0.396886,0.0848623
0.41383,0.0843228
0.431457,0.0837437
0.449795,0.0831228
0.468871,0.0824577
0.488717,0.0817459
0.509362,0.080985
0.53084,0.0801723
0.553183,0.0793055
0.576426,0.0783821
0.600607,0.0773994
0.625762,0.0763553
0.651931,0.0752474
0.679155,0.0740734
0.707477,0.0728314
0.73694,0.0715196
0.76759,0.0701364
0.799476,0.0686804
0.832647,0.0671507
0.867155,0.0655466
0.903053,0.0638678
0.940399,0.0621146
0.97925,0.0602878
1.01967,0.0583884
1.06171,0.0564184
1.10545,0.0543801
1.15096,0.0522767
1.1983,0.050112
1.24754,0.0478905
1.29877,0.0456174
1.35207,0.0432987
1.40751,0.0409411
1.46519,0.0385522
1.5252,0.0361402
1.58762,0.033714
1.65256,0.0312834
1.72011,0.0288584
1.79039,0.0264501
1.8635,0.0240697
1.93956,0.021729
2.01868,0.0194402
2.101,0.0172158
2.18663,0.0150684
2.27571,0.0130108
2.36838,0.011056
2.46479,0.00921712
2.56508,0.00750747
2.66942,0.00594087
2.77796,0.00453196
2.89088,0.00329689
3.00835,0.00225388
3.13055,0.00142308
3.25768,0.000820591
3.27493,0.000771223
3.38993,0.000443093
3.52751,0.000249724
3.67064,0.000169334
3.81954,0.000138466
3.97444,0.000123093
4.13558,0.000110393
4.30322,9.7062e-05
4.47762,8.25675e-05
4.65904,6.7011e-05
4.84778,5.0565e-05
5.04412,3.34058e-05
5.24838,1.57268e-05
5.46087,-2.2268e-06
5.68192,-2.01308e-05
5.91189,-3.7559e-05
6.0,-4.36321e-05
