Position,Velocity
2e-15,0.0672641
0.0228666,0.0672552
0.0409777,0.0672347
0.0553402,0.0672101
0.0667448,0.0671855
0.0758125,0.0671626
0.083032,0.0671423
0.0887879,0.0671249
0.0933835,0.0671101
0.0970579,0.0670977
0.1,0.0670875
0.104978,0.0670695
0.110156,0.0670498
0.115543,0.0670284
0.121147,0.067005
0.126977,0.0669795
0.133041,0.0669518
0.139351,0.0669216
0.145914,0.0668887
0.152743,0.0668528
0.159846,0.0668139
0.167236,0.0667716
0.174923,0.0667255
0.182921,0.0666755
0.19124,0.0666212
0.199896,0.0665621
0.2089,0.0664981
0.218266,0.0664285
0.228011,0.0663531
0.238148,0.0662713
0.248694,0.0661826
0.259665,0.0660865
0.271078,0.0659823
0.282951,0.0658696
0.295303,0.0657474
0.308152,0.0656153
0.32152,0.0654724
0.335426,0.0653178
0.349893,0.0651508
0.364942,0.0649703
0.380599,0.0647754
0.396886,0.064565
0.41383,0.0643381
0.431457,0.0640934
0.449795,0.0638297
0.468871,0.0635457
0.488717,0.06324
0.509362,0.0629113
0.53084,0.0625579
0.553183,0.0621784
0.576426,0.0617711
0.600607,0.0613343
0.625762,0.0608663
0.651932,0.0603654
0.679155,0.0598297
0.707477,0.0592574
0.73694,0.0586467
0.76759,0.0579958
0.799476,0.0573027
0.832647,0.0565658
0.867155,0.0557832
0.903053,0.0549534
0.940399,0.0540747
0.97925,0.0531457
1.01967,0.0521651
1.06171,0.0511317
1.10545,0.0500447
1.15096,0.0489034
1.1983,0.0477073
1.24754,0.0464564
1.29877,0.0451509
1.35207,0.0437914
1.40751,0.042379
1.46519,0.040915
1.5252,0.0394015
1.58762,0.0378408
1.65256,0.0362358
1.72011,0.0345901
1.79039,0.0329076
1.8635,0.0311929
1.93956,0.0294512
2.01868,0.0276882
2.101,0.0259101
2.18663,0.0241237
2.27571,0.0223364
2.36838,0.0205557
2.46479,0.01879
2.56508,0.0170477
2.66942,0.0153377
2.77796,0.0136692
2.89088,0.0120515
3.00835,0.0104941
3.13055,0.00900657
3.25768,0.00759865
3.38993,0.00628012
3.52751,0.00506099
3.67064,0.00395157
3.81954,0.00296274
3.97444,0.00210631
4.13558,0.00139499
4.30322,0.000841447
4.47762,0.000452769
4.65904,0.000218219
4.84778,0.000102652
5.04412,5.67537e-05
5.24838,4.02242e-05
5.46087,3.26057e-05
5.68192,2.63556e-05
5.91189,1.94814e-05
6.0,1.66681e-05
