# 
# This file contains the parameter values of the Design Points successfully updated by Ansys Workbench.
# Project name: V3
# Creation date: 12/05/2025 12:47:17
# 
# 12/05/2025 12:47:17
# The parameters defined in the project are:
# ,P1 - D [m],P2 - H,P3 - L
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1,P2,P3
DP 0,0.2,1,1
