Position,AxialVelocity
1.22465e-16,0.647756
0.00520401,0.647342
0.0103397,0.646124
0.0154079,0.64414
0.0204095,0.641433
0.0253455,0.638045
0.0302166,0.634022
0.0350238,0.629409
0.0397678,0.624253
0.0444495,0.6186
0.0490697,0.612495
0.0536293,0.605983
0.0581289,0.599107
0.0625695,0.591908
0.0669517,0.584427
0.0712764,0.5767
0.0755443,0.568763
0.0797562,0.56065
0.0839127,0.552392
0.0880146,0.544018
0.0920627,0.535555
0.0960576,0.527027
0.1,0.518458
0.103272,0.511242
0.106594,0.503829
0.109967,0.496223
0.113391,0.488428
0.116868,0.48045
0.120398,0.472294
0.123982,0.463964
0.127621,0.455468
0.131316,0.446812
0.135067,0.438002
0.138875,0.429047
0.142742,0.419953
0.146668,0.410729
0.150654,0.401383
0.154701,0.391923
0.15881,0.382359
0.162981,0.372701
0.167217,0.362957
0.171517,0.353138
0.175883,0.343253
0.180316,0.333314
0.184817,0.32333
0.189387,0.313313
0.194026,0.303273
0.198737,0.293222
0.20352,0.283171
0.208375,0.273131
0.213305,0.263113
0.218311,0.25313
0.223393,0.243191
0.228553,0.233311
0.233792,0.223498
0.239111,0.213766
0.244511,0.204125
0.249994,0.194587
0.255561,0.185163
0.261213,0.175864
0.266951,0.166702
0.272777,0.157686
0.278693,0.148828
0.284699,0.140139
0.290797,0.131627
0.296988,0.123304
0.303273,0.115179
0.309655,0.107261
0.316135,0.0995602
0.322714,0.0920851
0.329393,0.0848445
0.336175,0.0778468
0.34306,0.0711003
0.350051,0.0646131
0.357149,0.058393
0.364355,0.0524477
0.371671,0.0467849
0.3791,0.0414124
0.386642,0.036338
0.3943,0.0315697
0.402074,0.0271161
0.409968,0.022986
0.417982,0.0191892
0.426119,0.0157362
0.434381,0.0126382
0.442769,0.00990674
0.451285,0.00755236
0.459932,0.00558216
0.46871,0.00399496
0.477624,0.00277486
0.486673,0.00188515
0.495861,0.00126787
0.50519,0.000851619
0.514661,0.000565123
0.524277,0.000349999
0.53404,0.000167538
0.543953,-1.9377e-06
0.554017,-0.000165356
0.564236,-0.000323521
0.57461,-0.000475146
0.585144,-0.000618745
0.595838,-0.000753333
0.606696,-0.000878509
0.617721,-0.000994284
0.628914,-0.00110086
0.640278,-0.00119853
0.651816,-0.00128759
0.663531,-0.00136835
0.675424,-0.00144112
0.6875,-0.00150619
0.699761,-0.00156384
0.712209,-0.00161433
0.724848,-0.00165793
0.73768,-0.00169488
0.750708,-0.00172542
0.763936,-0.00174979
0.777366,-0.00176822
0.791001,-0.00178094
0.804845,-0.00178817
0.818901,-0.00179012
0.833172,-0.00178702
0.847662,-0.00177906
0.862373,-0.00176645
0.877309,-0.0017494
0.892473,-0.00172808
0.90787,-0.00170269
0.923502,-0.00167339
0.939373,-0.00164038
0.955488,-0.00160381
0.971848,-0.00156385
0.988459,-0.00152065
1.00532,-0.00147436
1.02245,-0.00142516
1.03983,-0.0013732
1.05748,-0.00131868
1.07541,-0.00126183
1.0936,-0.00120294
1.11207,-0.00114246
1.13083,-0.00108102
1.14987,-0.00101958
1.16921,-0.000959536
1.18884,-0.0009028
1.20877,-0.000851567
1.22901,-0.000807737
1.24955,-0.000772156
1.27041,-0.000744249
1.29159,-0.000722396
1.31309,-0.000704706
1.33493,-0.000689607
1.35709,-0.000676033
1.3796,-0.000663345
1.40245,-0.000651185
1.42565,-0.000639364
1.4492,-0.000627783
1.47311,-0.000616389
1.4974,-0.000605158
1.52205,-0.000594076
1.54708,-0.000583139
1.57249,-0.000572342
1.59829,-0.000561686
1.62448,-0.000551171
1.65108,-0.000540797
1.67808,-0.000530565
1.7055,-0.000520475
1.73334,-0.000510527
1.7616,-0.000500722
1.79029,-0.00049106
1.81942,-0.00048154
1.849,-0.000472163
1.87903,-0.000462929
1.90952,-0.000453836
1.94048,-0.000444884
1.97191,-0.000436072
2.00382,-0.0004274
2.03622,-0.000418866
2.06912,-0.00041047
2.10252,-0.000402209
2.13643,-0.000394084
2.17086,-0.000386092
2.20581,-0.000378233
2.2413,-0.000370504
2.27734,-0.000362904
2.31392,-0.000355433
2.35107,-0.000348087
2.38878,-0.000340866
2.42707,-0.000333768
2.46595,-0.000326791
2.50542,-0.000319934
2.54549,-0.000313194
2.58618,-0.000306571
2.62749,-0.000300062
2.66943,-0.000293666
2.71201,-0.00028738
2.75525,-0.000281204
2.79915,-0.000275135
2.84371,-0.000269172
2.88896,-0.000263312
2.93491,-0.000257555
2.98155,-0.000251899
3.02891,-0.000246342
3.07699,-0.000240882
3.12581,-0.000235518
3.17538,-0.000230247
3.2257,-0.00022507
3.2768,-0.000219983
3.32868,-0.000214985
3.38135,-0.000210075
3.43482,-0.000205252
3.48911,-0.000200513
3.54424,-0.000195858
3.60021,-0.000191284
3.65703,-0.000186791
3.71473,-0.000182378
3.7733,-0.000178042
3.83277,-0.000173782
3.89316,-0.000169597
3.95446,-0.000165486
4.01671,-0.000161448
4.07991,-0.00015748
4.14407,-0.000153583
4.20921,-0.000149754
4.27536,-0.000145993
4.34251,-0.000142298
4.41069,-0.000138669
4.47992,-0.000135103
4.5502,-0.0001316
4.62156,-0.000128159
4.69401,-0.000124778
4.76757,-0.000121457
4.84225,-0.000118194
4.91808,-0.000114988
4.99507,-0.000111839
5.07323,-0.000108744
5.1526,-0.000105704
5.23317,-0.000102716
5.31498,-9.97811e-05
5.39804,-9.68939e-05
5.48237,-9.40597e-05
5.56799,-9.12684e-05
5.65492,-8.85303e-05
5.74318,-8.58283e-05
5.83279,-8.31813e-05
5.92378,-8.05607e-05
6.01615,-7.79992e-05
6.10994,-7.54491e-05
6.20516,-7.29657e-05
6.30184,-7.0469e-05
6.4,-6.80468e-05
