nodenumber,    x-coordinate,    y-coordinate,  axial-velocity, radial-velocity,turb-kinetic-energy,  viscosity-turb,daxial-velocity-dx,dradial-velocity-dx,daxial-velocity-dy,dradial-velocity-dy
      1342, 1.099999988E+01, 3.179453579E+00, 1.991628648E-03,-2.617608683E-03, 2.713849952E-05, 8.196552844E-04, 1.688361483E-03, 4.624589184E-04,-6.817079452E-03,-8.650741975E-04
      1343, 1.299999997E+01, 3.179453579E+00, 5.811835540E-03,-1.654873757E-03, 6.672859466E-05, 1.629467271E-03, 1.959784193E-03, 4.577733591E-04,-1.026035665E-02,-1.439345710E-03
      1344, 4.999999929E+00, 3.227767668E+00,-3.116758055E-04,-3.373227925E-03, 4.508384530E-06, 2.291484799E-03, 1.599869817E-04, 1.163505421E-04,-1.381505942E-04, 8.851901770E-04
      1345, 6.999999954E+00, 3.227767668E+00, 7.953190562E-06,-3.180606558E-03, 4.039927164E-06, 2.196872413E-03, 1.185754057E-04, 6.022978763E-05,-2.539429134E-04, 8.669070819E-04
      1346, 8.999999951E+00, 3.227767716E+00, 1.653774694E-04,-3.107325588E-03, 3.900744762E-06, 5.123052793E-04, 9.527640161E-05, 3.691926031E-05,-3.175698533E-04, 8.675388340E-04
      1347, 1.099999988E+01, 3.227767668E+00, 1.679406438E-03,-2.656025056E-03, 2.310702755E-05, 7.475887464E-04, 1.550019341E-03, 4.312074244E-04,-6.117596260E-03,-7.271440946E-04
      1348, 1.299999997E+01, 3.227767668E+00, 5.328528828E-03,-1.722922128E-03, 6.103435007E-05, 1.552106701E-03, 1.912171629E-03, 4.534982381E-04,-9.753799947E-03,-1.378438775E-03
      1349, 4.999999929E+00, 3.276781041E+00,-3.180351719E-04,-3.330358259E-03, 4.352953801E-06, 2.237136749E-03, 1.520472018E-04, 1.125677582E-04,-1.215867718E-04, 8.644105519E-04
      1350, 6.999999954E+00, 3.276781041E+00,-4.437567107E-06,-3.138868908E-03, 3.969201256E-06, 2.309709266E-03, 1.213605191E-04, 6.233509460E-05,-2.516953710E-04, 8.366405708E-04
      1351, 8.999999951E+00, 3.276781090E+00, 1.516060764E-04,-3.064952658E-03, 3.636667622E-06, 5.789453831E-04, 7.367413275E-05, 2.997280251E-05,-2.450760598E-04, 8.618015805E-04
      1352, 1.099999988E+01, 3.276781041E+00, 1.396973933E-03,-2.688083396E-03, 1.947152045E-05, 6.785211964E-04, 1.403354167E-03, 3.965571022E-04,-5.417019510E-03,-5.829930907E-04
      1353, 1.299999997E+01, 3.276781041E+00, 4.863030292E-03,-1.788894224E-03, 5.558245717E-05, 1.474266037E-03, 1.860379290E-03, 4.479721452E-04,-9.248235426E-03,-1.314493854E-03
      1354, 4.999999929E+00, 3.326503821E+00,-3.236886464E-04,-3.287887831E-03, 4.198820507E-06, 2.183721928E-03, 1.443277409E-04, 1.087944193E-04,-1.060389209E-04, 8.441670834E-04
      1355, 6.999999954E+00, 3.326503821E+00,-1.687484587E-05,-3.098000442E-03, 3.898685999E-06, 2.415747093E-03, 1.237632167E-04, 6.432197914E-05,-2.486124038E-04, 8.076293282E-04
      1356, 8.999999951E+00, 3.326503871E+00, 1.404748623E-04,-3.022475364E-03, 3.441200150E-06, 6.560522622E-04, 6.155047152E-05, 2.608646692E-05,-2.028817650E-04, 8.471641344E-04
      1357, 1.099999988E+01, 3.326503821E+00, 1.145258633E-03,-2.713294557E-03, 1.623364180E-05, 6.133368856E-04, 1.248777494E-03, 3.585013479E-04,-4.717462720E-03,-4.330884201E-04
      1358, 1.299999997E+01, 3.326503821E+00, 4.415907003E-03,-1.852563158E-03, 5.037870904E-05, 1.396069092E-03, 1.804308267E-03, 4.411187409E-04,-8.743678446E-03,-1.247436995E-03
