      r       	      z       	     U_r      	    U_phi     	     U_z      	   U_r U_r       U_phi U_phi   	   U_z U_z   	   U_r U_phi   	   U_r U_z    	
1.82910947e+00	2.40000000e+01	4.34741911e-03	7.43195912e-05	1.67322097e-01	2.51669206e-03	2.90692295e-03	3.21323092e-02	-1.1908899e-05	2.19954782e-03	
1.93114911e+00	2.40000000e+01	4.11206818e-03	3.53195445e-05	1.58485249e-01	2.43510307e-03	2.81518525e-03	2.91149787e-02	-1.1160396e-05	2.09072305e-03	
2.03681149e+00	2.40000000e+01	3.83369221e-03	2.24442406e-05	1.49575397e-01	2.34580462e-03	2.70971115e-03	2.62178413e-02	-8.6757111e-06	1.97166429e-03	
2.14622524e+00	2.40000000e+01	3.50897291e-03	4.51945682e-05	1.40537479e-01	2.24605551e-03	2.58502913e-03	2.34289524e-02	-6.4885884e-06	1.84180660e-03	
2.25952355e+00	2.40000000e+01	3.13467273e-03	1.03420318e-04	1.31374472e-01	2.13698694e-03	2.44496002e-03	2.07598141e-02	-6.3223522e-06	1.70348310e-03	
2.37684433e+00	2.40000000e+01	2.71628735e-03	1.12450610e-04	1.22119113e-01	2.02082442e-03	2.28991634e-03	1.82184830e-02	-6.4394503e-06	1.55939862e-03	
2.49833040e+00	2.40000000e+01	2.25239253e-03	7.96221065e-05	1.12835180e-01	1.90013752e-03	2.12698109e-03	1.58291260e-02	-5.8264952e-06	1.41131267e-03	
2.62412963e+00	2.40000000e+01	1.74519289e-03	4.20225569e-05	1.03516098e-01	1.77376893e-03	1.96317724e-03	1.35964007e-02	-4.0430862e-06	1.26091919e-03	
2.75439515e+00	2.40000000e+01	1.19074714e-03	4.96572453e-05	9.41863354e-02	1.64178022e-03	1.79180502e-03	1.15305137e-02	-2.3535723e-06	1.10935407e-03	
2.88928554e+00	2.40000000e+01	5.80275707e-04	5.43613361e-05	8.49200474e-02	1.50720531e-03	1.61021840e-03	9.64040622e-03	-1.0353868e-06	9.58953317e-04	
3.02896499e+00	2.40000000e+01	-7.2807193e-05	1.49303464e-05	7.57388985e-02	1.36956337e-03	1.42743214e-03	7.93003923e-03	-1.6233798e-06	8.12666667e-04	
3.17360354e+00	2.40000000e+01	-7.6026384e-04	-7.1865269e-05	6.67118704e-02	1.23170876e-03	1.24687403e-03	6.40593721e-03	-2.4805978e-06	6.74388619e-04	
3.32337723e+00	2.40000000e+01	-1.4853658e-03	-1.0893529e-04	5.79803293e-02	1.09306545e-03	1.07104195e-03	5.08042294e-03	-2.3827646e-06	5.44407367e-04	
3.47846840e+00	2.40000000e+01	-2.2265525e-03	-1.4439579e-04	4.96193939e-02	9.56840106e-04	9.01722968e-04	3.94409611e-03	-1.4979342e-06	4.26939426e-04	
3.63906583e+00	2.40000000e+01	-2.9687995e-03	-1.1737406e-04	4.16445487e-02	8.26639307e-04	7.37881108e-04	2.97989052e-03	-9.9183686e-07	3.23463943e-04	
3.80536501e+00	2.40000000e+01	-3.6950710e-03	-5.2333735e-05	3.41607318e-02	7.03679366e-04	5.88381341e-04	2.18686041e-03	-1.5169650e-06	2.33351523e-04	
3.97756837e+00	2.40000000e+01	-4.3923554e-03	-1.7461004e-05	2.72705427e-02	5.88468386e-04	4.59077986e-04	1.55399624e-03	-2.2002571e-06	1.59568841e-04	
4.15588552e+00	2.40000000e+01	-5.0145912e-03	-1.9747102e-05	2.11116230e-02	4.84640335e-04	3.49231571e-04	1.06497150e-03	-1.3637189e-06	1.03513673e-04	
4.34053354e+00	2.40000000e+01	-5.5542871e-03	-7.1782484e-06	1.57642431e-02	3.92502563e-04	2.57450584e-04	7.01878002e-04	-6.4657785e-07	6.19594159e-05	
4.53173718e+00	2.40000000e+01	-6.0109207e-03	3.05863990e-05	1.13336960e-02	3.12054773e-04	1.83727042e-04	4.45479478e-04	-1.4118860e-07	3.18387840e-05	
4.72972919e+00	2.40000000e+01	-6.3579636e-03	8.60955998e-05	7.83025956e-03	2.44031214e-04	1.25078020e-04	2.73947530e-04	-1.6101777e-07	1.20540089e-05	
4.93475059e+00	2.40000000e+01	-6.5763490e-03	1.05785460e-04	5.19045016e-03	1.88545482e-04	8.15944167e-05	1.62964379e-04	-2.2381429e-07	7.62550436e-07	
5.14705094e+00	2.40000000e+01	-6.6651822e-03	9.80703176e-05	3.29602756e-03	1.44659582e-04	5.08146464e-05	9.37367588e-05	-2.4613211e-07	-4.3536903e-06	
5.36688866e+00	2.40000000e+01	-6.6308496e-03	6.95816610e-05	2.03215774e-03	1.11510496e-04	3.03262466e-05	5.31314205e-05	-3.6096866e-07	-5.6883401e-06	
5.59453137e+00	2.40000000e+01	-6.5145050e-03	4.53457946e-05	1.24919438e-03	8.68739595e-05	1.74161829e-05	3.02844936e-05	-3.5421812e-07	-5.3463967e-06	
5.83025615e+00	2.40000000e+01	-6.3431553e-03	3.13112739e-05	7.89394211e-04	6.90140602e-05	9.59206645e-06	1.80840158e-05	-2.3894247e-07	-4.6533328e-06	
6.07434996e+00	2.40000000e+01	-6.1448077e-03	2.19683689e-05	5.46617879e-04	5.62435445e-05	5.35933657e-06	1.13926352e-05	-1.4359740e-07	-3.7862968e-06	
6.32710993e+00	2.40000000e+01	-5.9308534e-03	1.23583416e-05	4.24523383e-04	4.70998573e-05	2.98907575e-06	7.38085088e-06	-5.0469159e-08	-3.0020711e-06	
6.58884372e+00	2.40000000e+01	-5.7100488e-03	5.63875540e-06	3.62508832e-04	4.04792259e-05	1.70571124e-06	4.85450147e-06	-1.5675515e-08	-2.5194742e-06	
6.85986994e+00	2.40000000e+01	-5.4954307e-03	2.96332234e-06	3.30356949e-04	3.55061885e-05	1.03120543e-06	3.33973800e-06	4.63334919e-09	-2.2238377e-06	
7.14051850e+00	2.40000000e+01	-5.2895672e-03	9.79421053e-07	3.12402592e-04	3.16354792e-05	6.59670364e-07	2.35086809e-06	2.87033647e-09	-1.9689587e-06	
7.43113104e+00	2.40000000e+01	-5.0919122e-03	-6.9378330e-07	2.99075438e-04	2.85331590e-05	4.32802010e-07	1.69217658e-06	1.21917763e-09	-1.7779984e-06	
7.73206130e+00	2.40000000e+01	-4.9035684e-03	-1.5285357e-06	2.87540061e-04	2.59342210e-05	2.88128150e-07	1.24089978e-06	-7.0794517e-11	-1.6143239e-06	
8.04367559e+00	2.40000000e+01	-4.7243586e-03	-7.4009792e-07	2.77590169e-04	2.37187533e-05	1.92760001e-07	9.20749081e-07	-6.7798323e-10	-1.4705395e-06	
8.36635324e+00	2.40000000e+01	-4.5539038e-03	6.32549333e-07	2.67776185e-04	2.17943479e-05	1.24754939e-07	6.94795116e-07	-2.3583275e-09	-1.3451866e-06	
8.70048704e+00	2.40000000e+01	-4.3920532e-03	1.55080605e-06	2.57128498e-04	2.00923893e-05	8.38155694e-08	5.35563120e-07	-1.2638923e-09	-1.2299309e-06	
9.04648371e+00	2.40000000e+01	-4.2384385e-03	1.36681503e-06	2.44791159e-04	1.85805555e-05	5.77106100e-08	4.11226865e-07	-9.9148452e-10	-1.1229799e-06	
9.40476442e+00	2.40000000e+01	-4.0927709e-03	9.74311076e-07	2.31249723e-04	1.72308770e-05	3.89195386e-08	3.14623762e-07	-4.8238934e-10	-1.0237062e-06	
9.77576531e+00	2.40000000e+01	-3.9545847e-03	4.80951149e-07	2.16934411e-04	1.60180874e-05	2.57887595e-08	2.43073933e-07	-6.7540930e-11	-9.2887933e-07	
1.01599379e+01	2.40000000e+01	-3.8236538e-03	6.48044990e-08	2.01928624e-04	1.49247948e-05	1.68695029e-08	1.90126500e-07	3.23048461e-10	-8.3735744e-07	
1.05577500e+01	2.40000000e+01	-3.6996647e-03	-9.6265865e-08	1.86135511e-04	1.39365415e-05	1.08114457e-08	1.50578775e-07	5.97667458e-10	-7.4833450e-07	
1.09696858e+01	2.40000000e+01	-3.5822855e-03	-1.2756709e-07	1.69416129e-04	1.30408903e-05	6.75260888e-09	1.20634218e-07	7.31102808e-10	-6.6153346e-07	
1.13962466e+01	2.40000000e+01	-3.4714600e-03	-1.4122743e-07	1.51683876e-04	1.22290361e-05	4.18520407e-09	9.78846329e-08	8.18685973e-10	-5.7691683e-07	
1.18379519e+01	2.40000000e+01	-3.3668487e-03	-1.5318999e-07	1.32937821e-04	1.14917836e-05	2.62047740e-09	8.07256459e-08	8.87144935e-10	-4.9426894e-07	
1.22953391e+01	2.40000000e+01	-3.2683488e-03	-1.6985837e-07	1.13327028e-04	1.08230295e-05	1.77728535e-09	6.80065315e-08	9.30158579e-10	-4.1360239e-07	
1.27689651e+01	2.40000000e+01	-3.1757032e-03	-1.9604006e-07	9.33610952e-05	1.02174207e-05	1.50907946e-09	5.84646340e-08	9.71833841e-10	-3.3494843e-07	
1.32594064e+01	2.40000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
1.37672601e+01	2.40000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
1.42931443e+01	2.40000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
1.48376991e+01	2.40000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
1.54015875e+01	2.40000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
1.59854958e+01	2.40000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
1.65901348e+01	2.40000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
1.72162405e+01	2.40000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
1.78645751e+01	2.40000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
1.85359277e+01	2.40000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
1.92311156e+01	2.40000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
1.99509851e+01	2.40000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.06964123e+01	2.40000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.14683047e+01	2.40000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.22676019e+01	2.40000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.30952768e+01	2.40000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.39523370e+01	2.40000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.48398257e+01	2.40000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.57588232e+01	2.40000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.67104482e+01	2.40000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.76958592e+01	2.40000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.87162555e+01	2.40000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.97728793e+01	2.40000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
3.08670168e+01	2.40000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
3.20000000e+01	2.40000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
0.000000000000	2.50000000e+01	-1.1503829e-04	-6.4769973e-04	2.75320930e-01	2.78080100e-03	2.77898470e-03	7.98050530e-02	-2.7014131e-06	-2.5245568e-05	
3.71000886e-02	2.50000000e+01	1.94610811e-04	5.60714352e-05	2.75260027e-01	2.78037188e-03	2.78111994e-03	7.97742772e-02	-4.9380477e-08	1.08631636e-04	
7.55173554e-02	2.50000000e+01	4.04772514e-04	5.26948691e-05	2.75051872e-01	2.78029886e-03	2.78166684e-03	7.96639248e-02	-5.0022989e-07	2.24540518e-04	
1.15298564e-01	2.50000000e+01	6.21011146e-04	6.02908235e-05	2.74675777e-01	2.77936638e-03	2.78331621e-03	7.94629781e-02	-1.2802825e-06	3.42581607e-04	
1.56492140e-01	2.50000000e+01	8.41398317e-04	4.71535370e-05	2.74122612e-01	2.77793160e-03	2.78728869e-03	7.91684055e-02	-2.3763284e-06	4.62696755e-04	
1.99148226e-01	2.50000000e+01	1.06923834e-03	1.53900340e-05	2.73374431e-01	2.77697080e-03	2.79309801e-03	7.87717591e-02	-3.6434093e-06	5.86334687e-04	
2.43318747e-01	2.50000000e+01	1.30175023e-03	-1.0979929e-05	2.72415141e-01	2.77701452e-03	2.80013494e-03	7.82656255e-02	-5.1368505e-06	7.12434064e-04	
2.89057471e-01	2.50000000e+01	1.53973326e-03	-1.8731837e-05	2.71238244e-01	2.77749546e-03	2.80725468e-03	7.76491486e-02	-6.9432658e-06	8.41053320e-04	
3.36420073e-01	2.50000000e+01	1.78163470e-03	-1.8011319e-05	2.69831453e-01	2.77764712e-03	2.81392637e-03	7.69162435e-02	-8.4365775e-06	9.70990388e-04	
3.85464207e-01	2.50000000e+01	2.02670490e-03	-1.7158540e-05	2.68174409e-01	2.77741787e-03	2.82186818e-03	7.60550276e-02	-8.7694831e-06	1.10166261e-03	
4.36249572e-01	2.50000000e+01	2.27321061e-03	-1.8348013e-05	2.66249307e-01	2.77666496e-03	2.83338463e-03	7.50581539e-02	-8.3300477e-06	1.23209441e-03	
4.88837990e-01	2.50000000e+01	2.51580631e-03	-1.6264274e-05	2.64035048e-01	2.77550826e-03	2.84732492e-03	7.39160646e-02	-8.3307856e-06	1.35949852e-03	
5.43293473e-01	2.50000000e+01	2.75170887e-03	-1.9225420e-05	2.61514996e-01	2.77385990e-03	2.86194138e-03	7.26240531e-02	-9.1552720e-06	1.48233930e-03	
5.99682309e-01	2.50000000e+01	2.98258418e-03	-2.2792621e-05	2.58663954e-01	2.77181319e-03	2.87732635e-03	7.11751499e-02	-9.5323770e-06	1.60110385e-03	
6.58073138e-01	2.50000000e+01	3.20840174e-03	-1.8024623e-05	2.55478704e-01	2.76932266e-03	2.89364222e-03	6.95715219e-02	-8.8042853e-06	1.71551869e-03	
7.18537039e-01	2.50000000e+01	3.42480275e-03	-1.8771248e-05	2.51964229e-01	2.76589332e-03	2.91079680e-03	6.78187048e-02	-7.9011705e-06	1.82301000e-03	
7.81147611e-01	2.50000000e+01	3.62972074e-03	-2.5090376e-05	2.48102974e-01	2.76071015e-03	2.92864113e-03	6.59152501e-02	-6.7244666e-06	1.92221190e-03	
8.45981070e-01	2.50000000e+01	3.82350792e-03	-3.6413129e-05	2.43887035e-01	2.75333780e-03	2.94311119e-03	6.38618046e-02	-5.2971698e-06	2.01289715e-03	
9.13116334e-01	2.50000000e+01	4.00504814e-03	-6.7122364e-05	2.39285859e-01	2.74275771e-03	2.95161674e-03	6.16530268e-02	-4.6228778e-06	2.09430418e-03	
9.82635127e-01	2.50000000e+01	4.16880694e-03	-1.0556357e-04	2.34307863e-01	2.72870540e-03	2.95862055e-03	5.93029917e-02	-4.3579000e-06	2.16522718e-03	
1.05462207e+00	2.50000000e+01	4.31242352e-03	-1.0863366e-04	2.28984594e-01	2.71185893e-03	2.96502557e-03	5.68352757e-02	-3.9149864e-06	2.22416326e-03	
1.12916479e+00	2.50000000e+01	4.43456191e-03	-8.0038449e-05	2.23318409e-01	2.69217727e-03	2.97212536e-03	5.42611148e-02	-3.0201348e-06	2.27022226e-03	
1.20635403e+00	2.50000000e+01	4.53201247e-03	-2.8683346e-05	2.17305099e-01	2.66977679e-03	2.97408344e-03	5.15917773e-02	-2.1696169e-06	2.30200680e-03	
1.28628375e+00	2.50000000e+01	4.60029326e-03	4.23185360e-05	2.10939867e-01	2.64386927e-03	2.97015614e-03	4.88389317e-02	-2.3431460e-06	2.31778680e-03	
1.36905124e+00	2.50000000e+01	4.64013902e-03	1.23125454e-04	2.04251605e-01	2.61358157e-03	2.95974590e-03	4.60271656e-02	-2.1944269e-06	2.31966586e-03	
1.45475726e+00	2.50000000e+01	4.64718922e-03	1.95381234e-04	1.97273969e-01	2.57854212e-03	2.93931217e-03	4.31734845e-02	-1.8209811e-06	2.30665620e-03	
1.54350612e+00	2.50000000e+01	4.61969455e-03	2.42894714e-04	1.90026488e-01	2.53933011e-03	2.90824284e-03	4.02996264e-02	-2.8950875e-06	2.27797402e-03	
1.63540588e+00	2.50000000e+01	4.55811846e-03	2.31270994e-04	1.82529031e-01	2.49376147e-03	2.86550162e-03	3.74303741e-02	-4.3429333e-06	2.23401411e-03	
1.73056838e+00	2.50000000e+01	4.46408546e-03	1.69671447e-04	1.74779431e-01	2.44048268e-03	2.81273675e-03	3.45738094e-02	-5.1532908e-06	2.17632485e-03	
1.82910947e+00	2.50000000e+01	4.33090914e-03	1.04083005e-04	1.66782836e-01	2.37887164e-03	2.74565259e-03	3.17422463e-02	-5.1044808e-06	2.10389598e-03	
1.93114911e+00	2.50000000e+01	4.14983693e-03	5.26302613e-05	1.58601495e-01	2.31033841e-03	2.66623209e-03	2.89654666e-02	-4.4699739e-06	2.01650276e-03	
2.03681149e+00	2.50000000e+01	3.91756350e-03	-3.9690262e-06	1.50263390e-01	2.23359142e-03	2.58151471e-03	2.62569744e-02	-4.0847446e-06	1.91416111e-03	
2.14622524e+00	2.50000000e+01	3.63569226e-03	-1.2949693e-06	1.41776405e-01	2.14733336e-03	2.48270640e-03	2.36327775e-02	-3.4372459e-06	1.80000746e-03	
2.25952355e+00	2.50000000e+01	3.30523277e-03	5.18525287e-05	1.33167780e-01	2.05443236e-03	2.36829988e-03	2.11075141e-02	-1.6353622e-06	1.67716575e-03	
2.37684433e+00	2.50000000e+01	2.93014778e-03	1.02826869e-04	1.24436004e-01	1.95667744e-03	2.23692912e-03	1.86858724e-02	-1.3864426e-06	1.54760221e-03	
2.49833040e+00	2.50000000e+01	2.51964144e-03	9.82139306e-05	1.15607922e-01	1.85136569e-03	2.09651485e-03	1.63872087e-02	-2.3531840e-06	1.41526351e-03	
2.62412963e+00	2.50000000e+01	2.06523489e-03	5.05806983e-05	1.06737311e-01	1.73831621e-03	1.94710787e-03	1.42230931e-02	-3.0636724e-06	1.27850441e-03	
2.75439515e+00	2.50000000e+01	1.56374161e-03	-5.9338479e-06	9.78411683e-02	1.62046130e-03	1.79019117e-03	1.22043138e-02	-4.1154415e-06	1.13922975e-03	
2.88928554e+00	2.50000000e+01	1.01646095e-03	-6.6213954e-05	8.89854017e-02	1.50000143e-03	1.62904973e-03	1.03422849e-02	-3.6045741e-06	1.00122473e-03	
3.02896499e+00	2.50000000e+01	4.31928928e-04	-8.0257681e-05	8.01954663e-02	1.37678455e-03	1.46549687e-03	8.64629301e-03	-1.2612988e-06	8.66232397e-04	
3.17360354e+00	2.50000000e+01	-2.0448933e-04	-7.8891681e-05	7.15102400e-02	1.24915480e-03	1.29847990e-03	7.11521076e-03	-6.8050365e-07	7.32604958e-04	
3.32337723e+00	2.50000000e+01	-8.7611193e-04	-8.9338510e-05	6.29952411e-02	1.11995236e-03	1.13116230e-03	5.74845723e-03	-1.8951822e-06	6.03808507e-04	
3.47846840e+00	2.50000000e+01	-1.5594600e-03	-7.5573587e-05	5.47215978e-02	9.94039087e-04	9.67751593e-04	4.55295184e-03	-1.7387644e-06	4.86555721e-04	
3.63906583e+00	2.50000000e+01	-2.2526139e-03	-7.6517600e-05	4.67639854e-02	8.71596121e-04	8.10664395e-04	3.52821497e-03	-1.4394663e-06	3.80777951e-04	
3.80536501e+00	2.50000000e+01	-2.9449224e-03	-7.2219265e-05	3.91885082e-02	7.52968359e-04	6.62831226e-04	2.66432219e-03	-1.1462997e-06	2.87130108e-04	
3.97756837e+00	2.50000000e+01	-3.6238403e-03	-6.2972871e-05	3.20820182e-02	6.39944494e-04	5.30588157e-04	1.95118386e-03	-1.6259438e-06	2.07145833e-04	
4.15588552e+00	2.50000000e+01	-4.2607398e-03	-4.9298903e-05	2.55744495e-02	5.36844426e-04	4.14688423e-04	1.38380328e-03	-1.5996409e-06	1.42887112e-04	
4.34053354e+00	2.50000000e+01	-4.8557351e-03	-1.6385594e-05	1.97636356e-02	4.42483189e-04	3.15647182e-04	9.45665700e-04	-4.0187280e-07	9.08929908e-05	
4.53173718e+00	2.50000000e+01	-5.3653807e-03	2.60341564e-05	1.47984839e-02	3.57713024e-04	2.32302859e-04	6.27230243e-04	6.09999455e-07	5.30823239e-05	
4.72972919e+00	2.50000000e+01	-5.7681195e-03	7.22660667e-05	1.06980780e-02	2.84308540e-04	1.64959751e-04	4.02380220e-04	4.58844511e-07	2.73806496e-05	
4.93475059e+00	2.50000000e+01	-6.0595248e-03	8.63925731e-05	7.43996829e-03	2.22851993e-04	1.12521371e-04	2.48141605e-04	4.75624507e-08	1.10617746e-05	
5.14705094e+00	2.50000000e+01	-6.2407520e-03	1.02618891e-04	4.93093377e-03	1.72660309e-04	7.50821541e-05	1.46200257e-04	1.90307619e-07	1.10946528e-06	
5.36688866e+00	2.50000000e+01	-6.3220426e-03	9.90860723e-05	3.12307754e-03	1.32912709e-04	4.80418909e-05	8.35816480e-05	6.79711161e-08	-3.7473608e-06	
5.59453137e+00	2.50000000e+01	-6.3088812e-03	6.48037032e-05	1.92735580e-03	1.02530831e-04	2.92283175e-05	4.75131814e-05	-1.8651076e-07	-5.3815839e-06	
5.83025615e+00	2.50000000e+01	-6.2184283e-03	2.59369516e-05	1.20029777e-03	7.99579760e-05	1.68885373e-05	2.78187511e-05	-2.2137163e-07	-5.4168857e-06	
6.07434996e+00	2.50000000e+01	-6.0709817e-03	-8.8472266e-07	7.79733095e-04	6.36726719e-05	9.31300330e-06	1.68369852e-05	-2.8350688e-07	-4.5567588e-06	
6.32710993e+00	2.50000000e+01	-5.8858184e-03	-6.1537099e-06	5.50400337e-04	5.20493125e-05	5.37331812e-06	1.05186874e-05	-2.6417614e-07	-3.6882077e-06	
6.58884372e+00	2.50000000e+01	-5.6872768e-03	-2.5291421e-06	4.33430760e-04	4.36472883e-05	3.00161068e-06	6.93337718e-06	-1.5096355e-07	-3.0540602e-06	
6.85986994e+00	2.50000000e+01	-5.4834120e-03	-9.8717742e-07	3.77315160e-04	3.75124434e-05	1.70370347e-06	4.63129336e-06	-7.9377060e-08	-2.5733040e-06	
7.14051850e+00	2.50000000e+01	-5.2825235e-03	-2.2446887e-06	3.49132731e-04	3.29495329e-05	1.06707775e-06	3.15898551e-06	-5.3353254e-08	-2.2541355e-06	
7.43113104e+00	2.50000000e+01	-5.0884197e-03	-4.2629247e-06	3.33973168e-04	2.93925593e-05	6.81809558e-07	2.20794557e-06	-3.3985837e-08	-2.0264978e-06	
7.73206130e+00	2.50000000e+01	-4.9023395e-03	-4.5175284e-06	3.24139221e-04	2.65063410e-05	4.45497110e-07	1.58958170e-06	-2.1258922e-08	-1.8444805e-06	
8.04367559e+00	2.50000000e+01	-4.7250409e-03	-2.4459673e-06	3.14638902e-04	2.41037785e-05	2.80324476e-07	1.17404076e-06	-7.8041378e-09	-1.6801902e-06	
8.36635324e+00	2.50000000e+01	-4.5557028e-03	-1.4025279e-07	3.06325749e-04	2.20549615e-05	1.63116878e-07	8.75573373e-07	3.49080850e-10	-1.5473123e-06	
8.70048704e+00	2.50000000e+01	-4.3942407e-03	8.21017027e-07	2.97993096e-04	2.02746080e-05	1.07585734e-07	6.62947375e-07	-1.4635023e-09	-1.4339937e-06	
9.04648371e+00	2.50000000e+01	-4.2404382e-03	6.86851066e-07	2.87953852e-04	1.87121584e-05	7.25569862e-08	5.06917049e-07	-1.2451825e-09	-1.3268543e-06	
9.40476442e+00	2.50000000e+01	-4.0943656e-03	3.35050148e-07	2.76591391e-04	1.73270777e-05	4.90211945e-08	3.91394116e-07	-3.2438270e-10	-1.2243885e-06	
9.77576531e+00	2.50000000e+01	-3.9557055e-03	-1.1152850e-08	2.64382630e-04	1.60881848e-05	3.29233532e-08	3.05863449e-07	4.44941610e-10	-1.1271519e-06	
1.01599379e+01	2.50000000e+01	-3.8241748e-03	-1.8708068e-07	2.51410070e-04	1.49741793e-05	2.18360345e-08	2.42098998e-07	9.01592635e-10	-1.0342832e-06	
1.05577500e+01	2.50000000e+01	-3.6995787e-03	-2.4077131e-07	2.37649750e-04	1.39694864e-05	1.42079008e-08	1.94055507e-07	1.08817744e-09	-9.4506464e-07	
1.09696858e+01	2.50000000e+01	-3.5815844e-03	-2.6645449e-07	2.22993709e-04	1.30603764e-05	9.08137477e-09	1.57437344e-07	1.18152762e-09	-8.5881134e-07	
1.13962466e+01	2.50000000e+01	-3.4701821e-03	-2.8641627e-07	2.07412309e-04	1.22376676e-05	5.69437472e-09	1.29354249e-07	1.24905493e-09	-7.7526874e-07	
1.18379519e+01	2.50000000e+01	-3.3650972e-03	-3.0287103e-07	1.90885936e-04	1.14919627e-05	3.51031167e-09	1.07779183e-07	1.30593664e-09	-6.9412320e-07	
1.22953391e+01	2.50000000e+01	-3.2662659e-03	-3.1799294e-07	1.73478400e-04	1.08167530e-05	2.18238056e-09	9.12929211e-08	1.35084675e-09	-6.1524924e-07	
1.27689651e+01	2.50000000e+01	-3.1735222e-03	-3.3761634e-07	1.55362444e-04	1.02061700e-05	1.51152158e-09	7.87642123e-08	1.37620214e-09	-5.3850530e-07	
1.32594064e+01	2.50000000e+01	-3.0864157e-03	-3.6322316e-07	1.37090608e-04	9.65390780e-06	1.36557275e-09	6.90913187e-08	1.40210703e-09	-4.6386227e-07	
1.37672601e+01	2.50000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
1.42931443e+01	2.50000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
1.48376991e+01	2.50000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
1.54015875e+01	2.50000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
1.59854958e+01	2.50000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
1.65901348e+01	2.50000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
1.72162405e+01	2.50000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
1.78645751e+01	2.50000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
