      r       	      z       	     U_r      	    U_phi     	     U_z      	   U_r U_r       U_phi U_phi   	   U_z U_z   	   U_r U_phi   	   U_r U_z    	
4.34053354e+00	4.10000000e+01	1.18779448e-03	1.76832811e-04	6.42395960e-02	6.62088380e-04	7.26247138e-04	5.19238479e-03	1.15831924e-06	4.74989762e-04	
4.53173718e+00	4.10000000e+01	8.88521828e-04	1.72907227e-04	5.93833352e-02	6.19907140e-04	6.70352411e-04	4.52217938e-03	-1.7614336e-08	4.26610409e-04	
4.72972919e+00	4.10000000e+01	5.67895942e-04	1.45563485e-04	5.45021452e-02	5.75866521e-04	6.14300784e-04	3.89413810e-03	-7.4865109e-07	3.77616807e-04	
4.93475059e+00	4.10000000e+01	2.23154892e-04	1.21625505e-04	4.96359457e-02	5.30576218e-04	5.59751701e-04	3.31194070e-03	-1.4465008e-06	3.28528547e-04	
5.14705094e+00	4.10000000e+01	-1.2707349e-04	1.17988179e-04	4.48481975e-02	4.85082587e-04	5.02927318e-04	2.78445191e-03	-1.4060799e-06	2.83011830e-04	
5.36688866e+00	4.10000000e+01	-4.7190309e-04	9.50868156e-05	4.01562148e-02	4.40015562e-04	4.46200948e-04	2.30967799e-03	-7.9151164e-07	2.41994014e-04	
5.59453137e+00	4.10000000e+01	-8.4325574e-04	3.92141619e-05	3.55096641e-02	3.95509861e-04	3.88597674e-04	1.87901299e-03	-4.8939582e-07	2.01852728e-04	
5.83025615e+00	4.10000000e+01	-1.2403199e-03	-9.9719362e-06	3.09751022e-02	3.52263789e-04	3.32093954e-04	1.50132942e-03	-9.4974572e-07	1.63772308e-04	
6.07434996e+00	4.10000000e+01	-1.6572444e-03	-4.7239860e-05	2.65790607e-02	3.09044390e-04	2.78552090e-04	1.17393231e-03	-1.4176018e-06	1.28257697e-04	
6.32710993e+00	4.10000000e+01	-2.0731756e-03	-8.0832514e-05	2.23765260e-02	2.67969482e-04	2.28424554e-04	8.93717607e-04	-1.5834050e-06	9.60520806e-05	
6.58884372e+00	4.10000000e+01	-2.4952345e-03	-7.7703968e-05	1.84636201e-02	2.29067673e-04	1.83884252e-04	6.62968678e-04	-1.6732781e-06	6.75914545e-05	
6.85986994e+00	4.10000000e+01	-2.8775296e-03	-3.3456776e-05	1.48970992e-02	1.93260767e-04	1.44429399e-04	4.78626199e-04	-1.5125321e-06	4.55178269e-05	
7.14051850e+00	4.10000000e+01	-3.2128722e-03	-4.8654520e-06	1.17118090e-02	1.60257365e-04	1.10677706e-04	3.34355857e-04	-1.3732547e-06	2.82002528e-05	
7.43113104e+00	4.10000000e+01	-3.5006982e-03	5.50128511e-06	8.91498395e-03	1.30406806e-04	8.17218106e-05	2.24575128e-04	-8.2070979e-07	1.56416519e-05	
7.73206130e+00	4.10000000e+01	-3.7386996e-03	3.11417222e-05	6.55198537e-03	1.04777366e-04	5.82283343e-05	1.44516980e-04	-1.7725025e-07	6.88144114e-06	
8.04367559e+00	4.10000000e+01	-3.8940955e-03	6.16956575e-05	4.68312421e-03	8.31947899e-05	4.02647085e-05	9.04362359e-05	-2.1065980e-09	1.57434833e-06	
8.36635324e+00	4.10000000e+01	-3.9734234e-03	8.71759255e-05	3.27979217e-03	6.51314134e-05	2.70333939e-05	5.49646206e-05	2.89397099e-07	-1.7209301e-06	
8.70048704e+00	4.10000000e+01	-3.9830531e-03	9.65777044e-05	2.27839475e-03	5.06274108e-05	1.72771262e-05	3.32521852e-05	2.91138138e-07	-3.1558779e-06	
9.04648371e+00	4.10000000e+01	-3.9424600e-03	8.82263138e-05	1.61509602e-03	3.94023033e-05	1.04531291e-05	2.02630589e-05	1.46335823e-07	-3.6815592e-06	
9.40476442e+00	4.10000000e+01	-3.8657503e-03	5.91634243e-05	1.19956133e-03	3.10097029e-05	6.20396462e-06	1.21580657e-05	3.31351906e-08	-3.7015687e-06	
9.77576531e+00	4.10000000e+01	-3.7633416e-03	3.12384607e-05	9.52486853e-04	2.49048928e-05	3.76303143e-06	7.57878067e-06	-4.4406559e-08	-3.4718570e-06	
1.01599379e+01	4.10000000e+01	-3.6437345e-03	1.26949499e-05	8.14675207e-04	2.05802152e-05	2.31949974e-06	5.03583093e-06	-5.0731236e-08	-3.0722724e-06	
1.05577500e+01	4.10000000e+01	-3.5163601e-03	-2.4029406e-06	7.32989857e-04	1.73211504e-05	1.37651812e-06	3.39994353e-06	-4.3996665e-08	-2.7599248e-06	
1.09696858e+01	4.10000000e+01	-3.3890104e-03	-4.4384534e-06	6.87127000e-04	1.48568894e-05	7.73352823e-07	2.43009520e-06	-1.6750987e-08	-2.5586730e-06	
1.13962466e+01	4.10000000e+01	-3.2656703e-03	-7.5904027e-07	6.70458717e-04	1.29950075e-05	4.35881634e-07	1.78585673e-06	-4.0950111e-09	-2.3857603e-06	
1.18379519e+01	4.10000000e+01	-3.1452154e-03	5.83100435e-07	6.63150890e-04	1.15316051e-05	2.66899552e-07	1.38215426e-06	-4.1153542e-09	-2.2380223e-06	
1.22953391e+01	4.10000000e+01	-3.0293601e-03	1.17726683e-08	6.55808063e-04	1.03492345e-05	1.74341318e-07	1.09896764e-06	2.97277895e-09	-2.1073373e-06	
1.27689651e+01	4.10000000e+01	-2.9178456e-03	-2.7446822e-08	6.48881278e-04	9.36210016e-06	1.10113657e-07	9.00969027e-07	2.78691594e-09	-1.9952427e-06	
1.32594064e+01	4.10000000e+01	-2.8103434e-03	-3.7819821e-07	6.41702997e-04	8.52342526e-06	6.84560631e-08	7.67136652e-07	1.19836743e-09	-1.8930082e-06	
1.37672601e+01	4.10000000e+01	-2.7061923e-03	-4.9485125e-07	6.34067082e-04	7.79740654e-06	4.42917015e-08	6.69326783e-07	1.11741609e-09	-1.7946355e-06	
1.42931443e+01	4.10000000e+01	-2.6055774e-03	-4.6205876e-07	6.24583204e-04	7.15730736e-06	2.86762811e-08	5.93645493e-07	9.41053475e-10	-1.6965151e-06	
1.48376991e+01	4.10000000e+01	-2.5088165e-03	-4.8778873e-07	6.12613353e-04	6.58609201e-06	1.84690309e-08	5.32512094e-07	9.81362811e-10	-1.5981259e-06	
1.54015875e+01	4.10000000e+01	-2.4159017e-03	-5.2181856e-07	5.98750754e-04	6.07226452e-06	1.16975066e-08	4.81918003e-07	1.05310268e-09	-1.5011740e-06	
1.59854958e+01	4.10000000e+01	-2.3268268e-03	-5.4569427e-07	5.83452101e-04	5.60794509e-06	7.17750380e-09	4.39156699e-07	1.10318355e-09	-1.4067885e-06	
1.65901348e+01	4.10000000e+01	-2.2415093e-03	-5.6256261e-07	5.66669599e-04	5.18691641e-06	4.18491837e-09	4.01883921e-07	1.12636787e-09	-1.3148055e-06	
1.72162405e+01	4.10000000e+01	-2.1598125e-03	-5.7754452e-07	5.48185147e-04	4.80406854e-06	2.25172232e-09	3.68196572e-07	1.13055384e-09	-1.2246686e-06	
1.78645751e+01	4.10000000e+01	-2.0817258e-03	-5.8251212e-07	5.27872726e-04	4.45597068e-06	1.08196603e-09	3.36764616e-07	1.12686274e-09	-1.1359990e-06	
1.85359277e+01	4.10000000e+01	-2.0069409e-03	-5.6567519e-07	5.05987385e-04	4.13898327e-06	5.13435200e-10	3.07008581e-07	1.11207124e-09	-1.0485855e-06	
1.92311156e+01	4.10000000e+01	-1.9350008e-03	-5.5963899e-07	4.83377168e-04	3.84932011e-06	4.18540586e-10	2.79486616e-07	1.08858139e-09	-9.6299535e-07	
1.99509851e+01	4.10000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.06964123e+01	4.10000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.14683047e+01	4.10000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.22676019e+01	4.10000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.30952768e+01	4.10000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.39523370e+01	4.10000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.48398257e+01	4.10000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.57588232e+01	4.10000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.67104482e+01	4.10000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.76958592e+01	4.10000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.87162555e+01	4.10000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.97728793e+01	4.10000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
3.08670168e+01	4.10000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
3.20000000e+01	4.10000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
0.000000000000	4.20000000e+01	3.93529510e-04	2.38585100e-04	1.63938550e-01	1.02425150e-03	1.03703350e-03	2.83330930e-02	-1.8494144e-05	4.37310720e-05	
3.71000886e-02	4.20000000e+01	6.88389547e-05	2.02333108e-05	1.63913534e-01	1.03056890e-03	1.03085790e-03	2.83254712e-02	6.43061418e-07	2.41900726e-05	
7.55173554e-02	4.20000000e+01	1.48330175e-04	4.70515439e-05	1.63849797e-01	1.03039759e-03	1.03114425e-03	2.83065664e-02	2.05310923e-07	4.93182777e-05	
1.15298564e-01	4.20000000e+01	2.28410663e-04	6.55204363e-05	1.63740726e-01	1.03013851e-03	1.03125101e-03	2.82731754e-02	-2.5766876e-07	7.50464186e-05	
1.56492140e-01	4.20000000e+01	3.00954852e-04	7.20073898e-05	1.63582642e-01	1.02988764e-03	1.03162696e-03	2.82242100e-02	-3.8478091e-07	9.97357038e-05	
1.99148226e-01	4.20000000e+01	3.75232448e-04	7.37920400e-05	1.63374813e-01	1.02962657e-03	1.03279506e-03	2.81596068e-02	-5.6428112e-07	1.24822717e-04	
2.43318747e-01	4.20000000e+01	4.52471763e-04	7.11830007e-05	1.63118915e-01	1.02945249e-03	1.03456062e-03	2.80796810e-02	-8.9726527e-07	1.50789595e-04	
2.89057471e-01	4.20000000e+01	5.33876989e-04	6.34147387e-05	1.62816908e-01	1.02941195e-03	1.03636967e-03	2.79846436e-02	-1.3475866e-06	1.77810399e-04	
3.36420073e-01	4.20000000e+01	6.18953212e-04	5.00206249e-05	1.62467623e-01	1.02953453e-03	1.03784217e-03	2.78740325e-02	-1.5828197e-06	2.05831141e-04	
3.85464207e-01	4.20000000e+01	7.07684817e-04	3.35884048e-05	1.62064685e-01	1.02973840e-03	1.03906568e-03	2.77463166e-02	-1.3845452e-06	2.34860344e-04	
4.36249572e-01	4.20000000e+01	8.01029601e-04	1.79714285e-05	1.61599689e-01	1.02983260e-03	1.04023370e-03	2.75993447e-02	-9.2671187e-07	2.64941847e-04	
4.88837990e-01	4.20000000e+01	8.95849988e-04	-1.2123528e-06	1.61072629e-01	1.02978450e-03	1.04118410e-03	2.74329348e-02	-2.7192397e-07	2.95511851e-04	
5.43293473e-01	4.20000000e+01	9.91942354e-04	-2.2753936e-05	1.60484218e-01	1.02958608e-03	1.04208484e-03	2.72477609e-02	2.67598415e-07	3.26361631e-04	
5.99682309e-01	4.20000000e+01	1.08962572e-03	-4.2179592e-05	1.59831967e-01	1.02914157e-03	1.04329670e-03	2.70434416e-02	5.20697363e-07	3.57661084e-04	
6.58073138e-01	4.20000000e+01	1.18872611e-03	-5.6110518e-05	1.59112931e-01	1.02839413e-03	1.04513389e-03	2.68193609e-02	3.41845133e-07	3.89318664e-04	
7.18537039e-01	4.20000000e+01	1.28827948e-03	-6.9024098e-05	1.58316717e-01	1.02740597e-03	1.04767211e-03	2.65722273e-02	-1.1425040e-07	4.21006425e-04	
7.81147611e-01	4.20000000e+01	1.38835053e-03	-8.9638748e-05	1.57435517e-01	1.02628126e-03	1.05106503e-03	2.63000201e-02	-5.7588964e-07	4.52725314e-04	
8.45981070e-01	4.20000000e+01	1.48978476e-03	-1.2276489e-04	1.56460924e-01	1.02516926e-03	1.05492198e-03	2.60010011e-02	-9.6383705e-07	4.84696187e-04	
9.13116334e-01	4.20000000e+01	1.59355408e-03	-1.6157212e-04	1.55380065e-01	1.02417249e-03	1.05854255e-03	2.56714258e-02	-1.2038010e-06	5.17055833e-04	
9.82635127e-01	4.20000000e+01	1.69945433e-03	-1.9253002e-04	1.54191001e-01	1.02336866e-03	1.06189298e-03	2.53113586e-02	-1.3122269e-06	5.49565183e-04	
1.05462207e+00	4.20000000e+01	1.80498283e-03	-2.1794682e-04	1.52888349e-01	1.02254450e-03	1.06520904e-03	2.49197332e-02	-1.4570802e-06	5.81337320e-04	
1.12916479e+00	4.20000000e+01	1.90700530e-03	-2.4208989e-04	1.51471036e-01	1.02141030e-03	1.06864438e-03	2.44970395e-02	-1.6823566e-06	6.11631226e-04	
1.20635403e+00	4.20000000e+01	2.00410472e-03	-2.5250756e-04	1.49931178e-01	1.01988586e-03	1.07238520e-03	2.40409495e-02	-1.7050274e-06	6.40139986e-04	
1.28628375e+00	4.20000000e+01	2.09702547e-03	-2.4067908e-04	1.48242980e-01	1.01786116e-03	1.07565012e-03	2.35444692e-02	-1.1445653e-06	6.67001296e-04	
1.36905124e+00	4.20000000e+01	2.18650171e-03	-2.1352351e-04	1.46383932e-01	1.01503439e-03	1.07848846e-03	2.30031333e-02	-3.7095607e-07	6.92407089e-04	
1.45475726e+00	4.20000000e+01	2.27424765e-03	-1.8779669e-04	1.44358552e-01	1.01148061e-03	1.08203740e-03	2.24204304e-02	9.77023218e-08	7.16830872e-04	
1.54350612e+00	4.20000000e+01	2.35793903e-03	-1.8227287e-04	1.42170447e-01	1.00731566e-03	1.08618004e-03	2.17989243e-02	1.60173125e-07	7.39695961e-04	
1.63540588e+00	4.20000000e+01	2.43391902e-03	-1.9700258e-04	1.39834507e-01	1.00287721e-03	1.09088727e-03	2.11445783e-02	-1.8192555e-07	7.60070626e-04	
1.73056838e+00	4.20000000e+01	2.50287930e-03	-2.0108706e-04	1.37372682e-01	9.98465404e-04	1.09474965e-03	2.04651168e-02	-8.7063814e-07	7.78078383e-04	
1.82910947e+00	4.20000000e+01	2.56514912e-03	-1.8865788e-04	1.34774423e-01	9.93617897e-04	1.09613291e-03	1.97587161e-02	-1.9000599e-06	7.93380050e-04	
1.93114911e+00	4.20000000e+01	2.61926697e-03	-1.6810359e-04	1.32018550e-01	9.87762032e-04	1.09619372e-03	1.90216894e-02	-3.0566710e-06	8.05366725e-04	
2.03681149e+00	4.20000000e+01	2.66455608e-03	-1.3741991e-04	1.29095759e-01	9.80770658e-04	1.09438910e-03	1.82545934e-02	-3.8095843e-06	8.14033193e-04	
2.14622524e+00	4.20000000e+01	2.70302823e-03	-1.0643357e-04	1.26020775e-01	9.72707960e-04	1.09099347e-03	1.74640650e-02	-4.0840274e-06	8.20367408e-04	
2.25952355e+00	4.20000000e+01	2.73162429e-03	-8.2866834e-05	1.22804421e-01	9.63097540e-04	1.08654290e-03	1.66532195e-02	-4.1889058e-06	8.23710612e-04	
2.37684433e+00	4.20000000e+01	2.74754127e-03	-7.5805198e-05	1.19443998e-01	9.51904951e-04	1.07953814e-03	1.58242552e-02	-4.0080950e-06	8.23400197e-04	
2.49833040e+00	4.20000000e+01	2.75366486e-03	-8.2123208e-05	1.15947041e-01	9.39413731e-04	1.07123338e-03	1.49835561e-02	-3.0982896e-06	8.19666940e-04	
2.62412963e+00	4.20000000e+01	2.74427820e-03	-9.3570387e-05	1.12333960e-01	9.25579184e-04	1.06073391e-03	1.41388722e-02	-2.2366523e-06	8.11385468e-04	
2.75439515e+00	4.20000000e+01	2.71485885e-03	-9.6733936e-05	1.08576198e-01	9.10536633e-04	1.04664650e-03	1.32838699e-02	-2.1842202e-06	7.98049472e-04	
2.88928554e+00	4.20000000e+01	2.66734409e-03	-8.6141324e-05	1.04669061e-01	8.93834541e-04	1.02973310e-03	1.24192484e-02	-2.7257951e-06	7.80880325e-04	
3.02896499e+00	4.20000000e+01	2.61067513e-03	-6.6818755e-05	1.00669731e-01	8.75491614e-04	1.01074734e-03	1.15652007e-02	-3.1175631e-06	7.61487865e-04	
3.17360354e+00	4.20000000e+01	2.53736325e-03	-3.1977670e-05	9.66051578e-02	8.55629284e-04	9.87613559e-04	1.07298603e-02	-2.8784897e-06	7.39058808e-04	
3.32337723e+00	4.20000000e+01	2.44413005e-03	1.87474562e-06	9.24447345e-02	8.34006326e-04	9.59640927e-04	9.90542144e-03	-1.9753753e-06	7.12695116e-04	
3.47846840e+00	4.20000000e+01	2.33175119e-03	3.92197377e-05	8.81517183e-02	8.09854476e-04	9.29935966e-04	9.08745325e-03	-6.7621361e-07	6.83121654e-04	
3.63906583e+00	4.20000000e+01	2.19280250e-03	7.44249828e-05	8.37339173e-02	7.83321723e-04	8.96676250e-04	8.28319137e-03	5.99150160e-07	6.49887643e-04	
3.80536501e+00	4.20000000e+01	2.01940174e-03	1.02811065e-04	7.92607974e-02	7.54834361e-04	8.58374683e-04	7.50550308e-03	9.23708602e-07	6.11902813e-04	
3.97756837e+00	4.20000000e+01	1.80621801e-03	1.42209479e-04	7.47442230e-02	7.24262408e-04	8.15955967e-04	6.75559796e-03	3.22811582e-07	5.68129112e-04	
4.15588552e+00	4.20000000e+01	1.56972957e-03	1.96077685e-04	7.01592634e-02	6.91993781e-04	7.70199559e-04	6.03511883e-03	5.47216396e-07	5.23472897e-04	
4.34053354e+00	4.20000000e+01	1.31371688e-03	2.26011898e-04	6.54641597e-02	6.55434172e-04	7.21156635e-04	5.33613258e-03	1.66265694e-06	4.78025206e-04	
4.53173718e+00	4.20000000e+01	1.03683194e-03	2.20890796e-04	6.07170907e-02	6.14522926e-04	6.71060983e-04	4.67343416e-03	2.09462164e-06	4.31107629e-04	
4.72972919e+00	4.20000000e+01	7.42261624e-04	1.72322878e-04	5.59404920e-02	5.71969341e-04	6.19713319e-04	4.05014307e-03	1.87602817e-06	3.84120111e-04	
4.93475059e+00	4.20000000e+01	4.33575965e-04	1.36191226e-04	5.11765420e-02	5.29685590e-04	5.65231272e-04	3.46908693e-03	1.32641952e-06	3.38677929e-04	
5.14705094e+00	4.20000000e+01	9.87896796e-05	1.02636175e-04	4.64716535e-02	4.86709154e-04	5.11752642e-04	2.93611034e-03	-8.4176960e-08	2.94423405e-04	
5.36688866e+00	4.20000000e+01	-2.5876959e-04	5.94884354e-05	4.18290788e-02	4.42862305e-04	4.57456372e-04	2.45239997e-03	-4.0971515e-07	2.51570686e-04	
5.59453137e+00	4.20000000e+01	-6.2974401e-04	2.94557243e-05	3.72623785e-02	4.00180670e-04	4.02622633e-04	2.01713023e-03	1.95264743e-08	2.11154210e-04	
5.83025615e+00	4.20000000e+01	-1.0093266e-03	5.65094335e-06	3.28130173e-02	3.59284886e-04	3.46005358e-04	1.63300427e-03	3.07399146e-07	1.73749687e-04	
6.07434996e+00	4.20000000e+01	-1.3999188e-03	-3.0275191e-05	2.84620169e-02	3.19364290e-04	2.92110810e-04	1.29505071e-03	-6.6612924e-07	1.39764528e-04	
6.32710993e+00	4.20000000e+01	-1.7976352e-03	-3.0763931e-05	2.42936644e-02	2.80523068e-04	2.42606969e-04	1.00703794e-03	-1.2982249e-06	1.09264542e-04	
6.58884372e+00	4.20000000e+01	-2.1905223e-03	-1.7239489e-05	2.03434784e-02	2.42823911e-04	1.98256069e-04	7.63641869e-04	-1.6120318e-06	8.15490207e-05	
6.85986994e+00	4.20000000e+01	-2.5842453e-03	-7.2037968e-08	1.66536266e-02	2.05888809e-04	1.59486661e-04	5.60646105e-04	-1.1704658e-06	5.67674408e-05	
7.14051850e+00	4.20000000e+01	-2.9478897e-03	1.47134022e-06	1.32807568e-02	1.71359285e-04	1.24681171e-04	3.97125852e-04	-1.0051635e-06	3.67685693e-05	
7.43113104e+00	4.20000000e+01	-3.2611228e-03	-3.2480267e-05	1.02795438e-02	1.40775911e-04	9.44260083e-05	2.71946182e-04	-1.1132305e-06	2.15830110e-05	
7.73206130e+00	4.20000000e+01	-3.5178140e-03	-2.0951886e-05	7.71887279e-03	1.14264090e-04	6.90572982e-05	1.79862423e-04	-9.1091322e-07	1.09483516e-05	
8.04367559e+00	4.20000000e+01	-3.7158180e-03	5.19148727e-05	5.60106652e-03	9.11882569e-05	4.85454835e-05	1.13961288e-04	-6.6819955e-07	3.79995032e-06	
8.36635324e+00	4.20000000e+01	-3.8385602e-03	1.02087647e-04	3.94422574e-03	7.17343277e-05	3.28593560e-05	7.01000180e-05	-4.5333016e-07	-2.4106967e-07	
8.70048704e+00	4.20000000e+01	-3.8919115e-03	1.19009389e-04	2.72957510e-03	5.60074852e-05	2.14352136e-05	4.24545474e-05	-3.7903443e-07	-2.2837329e-06	
9.04648371e+00	4.20000000e+01	-3.8782203e-03	1.01264728e-04	1.90538189e-03	4.36099645e-05	1.34969796e-05	2.54065886e-05	-2.8894212e-07	-3.1674449e-06	
9.40476442e+00	4.20000000e+01	-3.8167097e-03	6.49270825e-05	1.38051077e-03	3.41751428e-05	8.19954899e-06	1.54681728e-05	-1.9632455e-07	-3.4296535e-06	
9.77576531e+00	4.20000000e+01	-3.7248648e-03	2.96436612e-05	1.05375121e-03	2.73146460e-05	4.86160316e-06	9.47930622e-06	-1.0359645e-07	-3.2808213e-06	
1.01599379e+01	4.20000000e+01	-3.6177112e-03	7.22625781e-07	8.67699999e-04	2.21661291e-05	2.88820484e-06	6.09036646e-06	-4.7952335e-08	-3.0299242e-06	
1.05577500e+01	4.20000000e+01	-3.5042551e-03	-1.1694468e-05	7.65411109e-04	1.83155568e-05	1.69014630e-06	4.08208267e-06	1.85943659e-08	-2.8369744e-06	
1.09696858e+01	4.20000000e+01	-3.3870332e-03	-6.9698755e-06	7.07504915e-04	1.54922923e-05	9.72918025e-07	2.84142750e-06	9.30598411e-09	-2.5955731e-06	
1.13962466e+01	4.20000000e+01	-3.2674911e-03	-3.9895637e-06	6.79937302e-04	1.33927105e-05	5.44217253e-07	2.02156310e-06	-9.4901772e-09	-2.4076862e-06	
1.18379519e+01	4.20000000e+01	-3.1476888e-03	-3.5454562e-07	6.65236062e-04	1.17828136e-05	3.30757618e-07	1.50651976e-06	-7.4753987e-09	-2.2521975e-06	
1.22953391e+01	4.20000000e+01	-3.0301321e-03	6.75372728e-07	6.54218982e-04	1.05106987e-05	2.04213091e-07	1.18982715e-06	-9.0385749e-10	-2.1123410e-06	
1.27689651e+01	4.20000000e+01	-2.9155684e-03	1.05396012e-06	6.46546297e-04	9.46583852e-06	1.29159743e-07	9.70102122e-07	1.57211188e-09	-1.9914187e-06	
1.32594064e+01	4.20000000e+01	-2.8052470e-03	5.57854083e-09	6.39187944e-04	8.58449489e-06	8.33656165e-08	8.14842102e-07	1.27509315e-11	-1.8850984e-06	
1.37672601e+01	4.20000000e+01	-2.6993093e-03	-1.0177862e-06	6.30996210e-04	7.82640749e-06	5.51343830e-08	7.01117106e-07	-1.4755225e-10	-1.7858259e-06	
1.42931443e+01	4.20000000e+01	-2.5977602e-03	-9.6747887e-07	6.21251299e-04	7.16195607e-06	3.58728581e-08	6.15083696e-07	1.32479678e-09	-1.6875581e-06	
1.48376991e+01	4.20000000e+01	-2.5001232e-03	-6.2978836e-07	6.09253284e-04	6.57458161e-06	2.30866607e-08	5.46756484e-07	1.13809590e-09	-1.5886661e-06	
1.54015875e+01	4.20000000e+01	-2.4062192e-03	-5.7862148e-07	5.95770890e-04	6.04898004e-06	1.47257846e-08	4.91176987e-07	1.07890580e-09	-1.4918432e-06	
1.59854958e+01	4.20000000e+01	-2.3160929e-03	-6.0314343e-07	5.80971825e-04	5.57530653e-06	9.19661843e-09	4.45091286e-07	1.15769251e-09	-1.3980206e-06	
1.65901348e+01	4.20000000e+01	-2.2296455e-03	-6.2162595e-07	5.64770573e-04	5.14647908e-06	5.52186378e-09	4.05627200e-07	1.20361918e-09	-1.3067988e-06	
1.72162405e+01	4.20000000e+01	-2.1468338e-03	-6.3633587e-07	5.46966634e-04	4.75727240e-06	3.11302298e-09	3.70617118e-07	1.21753643e-09	-1.2176797e-06	
1.78645751e+01	4.20000000e+01	-2.0676089e-03	-6.4797385e-07	5.27352418e-04	4.40361442e-06	1.59237974e-09	3.38445187e-07	1.21278653e-09	-1.1301824e-06	
1.85359277e+01	4.20000000e+01	-1.9917668e-03	-6.4242377e-07	5.05898385e-04	4.08181420e-06	7.32114499e-10	3.08087571e-07	1.20028591e-09	-1.0438677e-06	
1.92311156e+01	4.20000000e+01	-1.9190179e-03	-6.2262218e-07	4.83289317e-04	3.78901358e-06	4.22654747e-10	2.79536362e-07	1.17359041e-09	-9.5892503e-07	
1.99509851e+01	4.20000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.06964123e+01	4.20000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.14683047e+01	4.20000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.22676019e+01	4.20000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.30952768e+01	4.20000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.39523370e+01	4.20000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.48398257e+01	4.20000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.57588232e+01	4.20000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.67104482e+01	4.20000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.76958592e+01	4.20000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.87162555e+01	4.20000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
2.97728793e+01	4.20000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
3.08670168e+01	4.20000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
3.20000000e+01	4.20000000e+01	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
0.000000000000	4.30000000e+01	2.49512840e-04	2.40352810e-04	1.60033180e-01	9.76864460e-04	9.96340020e-04	2.69848550e-02	-1.4480694e-05	1.48338210e-05	
3.71000886e-02	4.30000000e+01	6.89646639e-05	1.88527823e-05	1.60021542e-01	9.86898112e-04	9.87036991e-04	2.69823335e-02	6.26604256e-07	2.31477827e-05	
