(title "Axial Velocity")
(labels "Position" "Axial Velocity")

((xy/key/label "cldompt1")
0	1.23219
0.016618	1.22513
0.0365811	1.21975
0.0598824	1.2166
0.0872536	1.21478
0.119935	1.21195
0.159548	1.20557
0.207727	1.19254
0.266529	1.1686
0.338109	1.12932
0.422207	1.07314
0.516033	1.00442
0.615584	0.931676
0.716883	0.862584
0.818182	0.800462
0.919481	0.745488
1.02078	0.697027
1.12208	0.654226
1.22338	0.616261
1.32468	0.582412
1.42597	0.552072
1.52727	0.524736
1.62857	0.499986
1.72987	0.477475
1.83117	0.456912
1.93247	0.438055
2.03377	0.420699
2.13506	0.404669
2.23636	0.389819
2.33766	0.376021
2.43896	0.363166
2.54026	0.35116
2.64156	0.33992
2.74286	0.329374
2.84416	0.31946
2.94545	0.310121
3.04675	0.301308
3.14805	0.292978
3.24935	0.285091
3.35065	0.277613
3.45195	0.270513
3.55325	0.263763
3.65455	0.257336
3.75584	0.251211
3.85714	0.245366
3.95844	0.239782
4.05974	0.234443
4.16104	0.229332
4.26234	0.224436
4.36364	0.21974
4.46494	0.215234
4.56623	0.210904
4.66753	0.206743
4.76883	0.202739
4.87013	0.198884
4.97143	0.19517
5.07273	0.191589
5.17403	0.188134
5.27532	0.184799
5.37662	0.181578
5.47792	0.178465
5.57922	0.175455
5.68052	0.172542
5.78182	0.169722
5.88312	0.16699
5.98442	0.164344
6.08571	0.161778
6.18701	0.159289
6.28831	0.156874
6.38961	0.154529
6.49091	0.152252
6.59221	0.15004
6.69351	0.147889
6.79481	0.145798
6.8961	0.143764
6.9974	0.141784
7.0987	0.139857
7.2	0.137981
7.3013	0.136153
7.4026	0.134372
7.5039	0.132635
7.60519	0.130943
7.70649	0.129291
7.80779	0.12768
7.90909	0.126108
8.01039	0.124573
8.11169	0.123075
8.21299	0.121611
8.31429	0.12018
8.41558	0.118783
8.51688	0.117416
8.61818	0.116081
8.71948	0.114774
8.82078	0.113496
8.92208	0.112246
9.02338	0.111022
9.12468	0.109824
9.22597	0.108651
9.32727	0.107502
9.42857	0.106377
9.52987	0.105275
9.63117	0.104194
9.73247	0.103136
9.83377	0.102098
9.93507	0.10108
10.0364	0.100082
10.1377	0.0991036
10.239	0.0981433
10.3403	0.0972011
10.4416	0.0962765
10.5429	0.0953689
10.6442	0.094478
10.7455	0.0936032
10.8468	0.0927442
10.9481	0.0919005
11.0494	0.0910716
11.1506	0.0902573
11.2519	0.0894572
11.3532	0.0886708
11.4545	0.0878979
11.5558	0.0871381
11.6571	0.0863911
11.7584	0.0856565
11.8597	0.084934
11.961	0.0842235
12.0623	0.0835244
12.1636	0.0828367
12.2649	0.08216
12.3662	0.081494
12.4675	0.0808386
12.5688	0.0801934
12.6701	0.0795582
12.7714	0.0789328
12.8727	0.078317
12.974	0.0777105
13.0753	0.0771132
13.1766	0.0765248
13.2779	0.0759452
13.3792	0.0753741
13.4805	0.0748113
13.5818	0.0742568
13.6831	0.0737103
13.7844	0.0731716
13.8857	0.0726406
13.987	0.072117
14.0883	0.0716009
14.1896	0.071092
14.2909	0.0705901
14.3922	0.0700952
14.4935	0.0696071
14.5948	0.0691256
14.6961	0.0686506
14.7974	0.068182
14.8987	0.0677198
15	0.0672641
)
